Season,Time,Content,Sentiment
Kış,Sabah,pttnin tsi özelleştirilmiş olmasına rağmen bir devlet dairesinin tüm unsurlarını başarıyla taşıyan sıkıntı yumağı muhatap olmak zorunda olduğumuz tekel,
İlkbahar,Öğlen,2428073,
İlkbahar,Akşam,sabit hatlardaki tekelinin kalkmasini dort gozle bekledigim kurulus,
İlkbahar,Öğlen,bir saatlik internet bağlantısını bir milyon yüz bin liraya çıkaran kuruluş,
İlkbahar,Öğlen,dialup bağlantının celladı olacak olan kuruluş,
İlkbahar,Akşam,interneti haram ettigi yetmezmi gibi utanmadan internet haftasina sponsor olan gunde uc posta kufur yollanmasi mubah kurulu,
İlkbahar,Akşam,cezayir yakınlarında meydana gelen depremden dolayı italya ile fas arasındaki denizaltı kablolarda smw3 arıza meydana gelmiştir bu nedenle yurtdışı internet abdsprint 622 abdcw 155 ingilterecw 155 hatlarımız kesilmiştir elimizde olmayan kesintiden dolayı özür dileriz  şeklinde bir duyuruda bulunmuştur,
Yaz,Sabah,adsl hakkinda anket yapmak icin beni aramis ve dumura ugratmis kurum fiberler  demek istedim lakin adsl hakkinda ki umut pariltilarim bu istegimi engelledi heycanla bekliyoruz sonucu,
Yaz,Öğlen,250 milyon telefon faturası yollamış serefli  kuruluş devletin en büyük kazığıvatandaşın hakkını koruyandevlet kurumu mantığı ile çalışan,
Yaz,Sabah,daha alalı 1 ay olmayan 2 telefon hattımı benden önceki lavukların taktıkları borçlar sebebiyle aynı gün kapatan kurum iletişim bize fazla direk gidip kafayı gömeceksin bunlara,
Yaz,Sabah,bkz turk telekomun 1 milyar dolar kar etmesi,
Yaz,Sabah,ttistanbultelekomgovtr ttizmirtelekomgovtr gibi ehirsel hizmet veren subdomainlerinin durdugu makinalarin web servicesleri iki gune bir ya down olur ya deface edilir indexleri maymun edilir diardan destek verelim para mara istemez ulkemiz rezil oluyo dersiniz dalga gecerler garip bir kurulu bu,
Sonbahar,Öğlen,bkz bir milyon iki yuz bin lira,
Sonbahar,Öğlen,şikayet için attığım mailin aşağıdaki mesajla beraber geri döndüğü yerthe message could not be delivered because the recipients mailbox is full,
Sonbahar,Gece,balcovaya inatla adsl denen güzide hizmeti getirmeyen ve beni her ay 80 milyon telefon faturası ödemeye mahkum eden telekomunikasyon işlerinde tekel olan devletin satmayı planladığı şirket,
Sonbahar,Gece,türkiyede interneti her alanda sınırsız bir işkenceye dönüştüren tez zamanda özelleştirilmesi icap olan kuruluş,
Sonbahar,Öğlen,internete bağlanmanın bir insan için ne kadar önemli olabileceğinin farkında olmayan bilgi birikimi ve halkla ilişkiler açısından çok çok yetersiz ayrıca duyarsız çalışanlarıyla internet hizmeti verdiğini sanan insanların haklı tepkilerini anlamaktan onlara yardımcı olmaktan aciz kuruluşyıllarca adsl için başvuruları beklettiler tam bayramdan önceki hafta sözleşme için çağırdılar insanları hafta içi sözleşme imzalayanlara dokuz günlük bayram sonrası hattınız açılacak dediler bir yandanda komik bir şekilde 10 gün içinde hattınız açılacaktır dediler daha kötüsü 15 gün sonra ücretlendirme başlayacaktır dediler şimdi merakla bekliyorum bakalım 15 gün içinde hattımı açacaklarmı açamazlarsa vermedikleri hizmetin parasını tahsil etmeye başlayacaklarmıüstelik bayramdan önce ki hafta içi sözleşme imzalayanların büyük bölümünün hattı açılmış durumda bu hattı açılanlardan bir kısmı nete girebilirken bir kısmı her türlü ayarı doğru yapmış olmasına rağmen problemle karşılaşıyor ve telekom bu insanlara teknik destek vereceğine başından savıyor tek kelime ile üstüne birde azarlıyor telefondabirde hattı hala açılmamış olanlar var telefona bakan nöbetçi bağyan önce yok kardeşim kimsenin hattı açılmadı diyor fakat arayan kişi sayısı yüzleri bulunca allah allah nerden haberleşti bu kadar insan hatların açıldığı yayıldı tepkisini utanmadan gösterebiliyor haber grubu kavramından bir haberinsanları kabız eden fıtık eden kit,
Kış,Akşam,bugun sonunda adsl hattimi baglayan kurum ben uyurken eve gelip kapiya not birakmislar ve soyle baslamaktaeyds hattiniz,
Kış,Öğlen,çalışanlarının sevgi eksikliği yaşadığı devlet kuruluşuözellikle gayrettepe subesinde  çalışanlarının o kadar çok sevgiye ihtiyaçları vardırkisiz o tatlı canınızı sıkmayın dersiniz6 gunde aktif hale gelecek olan telefon hattınız bir gun içinde devreye girerkeşke bütün telekom memurları  sizin gibi anlayışlı olsa dersinizport yokheleki 2048512 için hiç yok demesine rağmen  şefi ile konuşup olmayan portu var edip 3 iş günü içinde bağlatırbelki telekom memurunu bu söylediklerinizle yogun bir duygu seli içinde yüzüp sersemlemesine sebep olacaksınız ama göreceksiniz ki oda bir insanonunda şevkate ihtiyacı vartelekom memurlarını sevelimonları hor görmeyelim,
Kış,Öğlen,adsli bağlıyor bağlamasına dahatta benimkini 1 günden kısa sürede bağladı   teknik destek yok eleman yok  bi şekilde götümüze patlayacak ama hayırlısı diye dua ettiren kurum   bunun üzerine bir yazı için,
Kış,Öğlen,1 ocak 2004 itibari ile özelleşecek olması sebebi ile adsl ve diğer hizmetlerde rekabetçi bir indirime gitmiş olan kamu kuruluşubunların yanı sıra telekom ve telekom hizmetlerinin özelleşmesi ile internet ve telefon görüşme ücretlerinin daha da düşmesi beklenmektedir,
Kış,Akşam,özelleşmesini 4 gözle beklediğimiz özelleştiği gibide ortaya çıkacak rekabetçi firmaların sunacağı umarız ucuz ve hızlı internet sistemlerine atlayacağımız şu anda internetimizi her haltımızı sağlayan hede,
Kış,Akşam,arızalar şu gün şu saatten itibaren düzelecektir işe bak erifler haftasonu çalışmıyor  çet yapmasınlar 2 gün nolcek mantığı  demek için teknik desteğe konulmuş ai chatbotlara ulaşabilmenin 30 dakka aldığı  cevabın 10 saniye sürdüğü bunun yerine otomatik mesaj çıkarma teknolojisini keşfedememiş bir firmadır turk telekomkaldı 3 günbkz 1 ocak 2004,
Kış,Akşam,tekeli kalkınca nasıl da akıllandı nasıl da yola geldişüphesiz ki karşısında ki vergi veren şerefli vatandaşı azarlamaya cüret edebilen o telekom memurlarının kuyruğu şimdi tir tir titriyordur zira aynı kafada devam ederse direk işten çıkartılır o beceriksizlikle de bi daha nah iş bulurşimdi de 118 hizmetini genişletiyorlarmış  yıl neredeydi aklınız a benim kuzuciklerimbkz anca gidersinbkz turk telekom nefretini anlatacak kelime bulamamak,
Kış,Akşam,1 ocak 2004 de özelleşmeyecektir sadece tekel imtiyazı kalkacaktır bkz sapla samanı karıştırmak,
Kış,Öğlen,içinde bulunduğumuz zaman diliminde web sayfası çalışmayan firma,
Kış,Öğlen,yaklaşık 100 ihaleden sonra satışa çıkardıkları ve rekabet kuruluna inat satmaya devam ettikleri 60000 portun çeşitli arızalar sebebiyle doğru dürüst hizmet veremediği ve hatta bazen hiç çalışmadığı kurum,
Kış,Öğlen,25 yıl önce adsl başvurusu yaptığım zaman sözleşme imzalarken dehşete düştüğüm kurumyaptığım sözleşmenin ankaradaki genel müdürlük tarafından onaylanıp port tahsisinin oradan yapılmasını çok garipsemedim ancak  sözleşmeyide yaptık ne zaman açılacak portum user pass internet ha ha  sözleşmeyi postalıyoruz genel müdürlüğe bir haftaya bilemedin on güne hallolur biz sizi arayacağız posta on gün telefon fax yokmu genel müdürlükte prosedür bu şekilde beyefendi yapabileceğimiz birşey yok anlıyorumsiz beni ararsınız evet arıyacağız bende öyle dedim aramak telefon ile haniahaahahha  ,
İlkbahar,Gece,yaşanmış bir hikayeyi size anlatmadan evvel henüz birkaç ay önce yalnız başına eve çıkarak hayatın inceliklerini öğrenmeye başlayan bendeniz ülkedeki söylenen her şeye rağmen iyimserliğini koruyarak bürokratik organların tıkır tıkır yürüdüğüne inanan bir genç idimşubat 2004bir gün evime geldiğimde her şey tam olması gerektiği gibiydi kapıyı açtım sağda antrenin lambasını yaktım kapıyı kapattım ve salona doğru ilerledim aklıma bir şey geldi ve bir arkadaşımı aramak üzere telefonu elime aldım onoff yazan telsiz telefonun düğmesine bastığımda hiçbir şekilde çevir sesinin hatta herhangi bir sesin gelmediği farkettim kendi kendime bir allah allah çektikten sonra heralde kablolarda temassızlık var diyerekten bir sorun tesbitine vardımiçeri doğru alet çantasına doğru yönelirken kendi döşediğim tesisatın bir noktada sıçacağını önceden tahmin etmiş olmamdan olsa gerek sorunun sadece fiziksel bir hatadan kaynaklandığına emindim kabloların bağlantı yerlerini açtım tekrar temas ettirdim ancak hala en ufak bir ses yoktudaha sonra bir önceki ayın faturasını geç ödediğimi aklıma getirerek olayı kafama takmadan birkaç gün telefonsuz takılmaya karar verdimo arada bir haftalığına şehir dışına çıkıp dönmemden sonra telefonumun hala kapalı olduğunu görmem beni iyiden iyiye kıllandırdı bir arkadaşımın evine gidip 122 telefon arıza servisini aradım oradaki telesekreterimsi şeye telefonumu kodladıktan sonra bana telefonunuz abonman tarafından kapatılmıştır dedi ve akabinde 0 212 288 85 32 nolu telefondan açtırabileceğimi söyledi ben de her bilinçli tüketici gibi verdiği telefon nosunu aradım ancak o gün mesai saati sonu olduğundan işlerim ertesi güne kaldıertesi gün hazır telekom beyoğlunun ordan geçerken şu işi bizzat sanal olmayan ortamlarda halledeyim amacıyla içeri girdim aslında içerde telefon arıza irtibat bürosu olmamasına rağmen ordaki bir görevli sağolsun ilgilendi ve bana aslında bu arızaların sadece 122den halledildiği söyleyerekten bir kereye mahsus olmak üzere telefon numaramı isteyerek soruna bir de kendi monitöründen baktıtekrar bana bakıp da söylediği şey hayatımda rastladığım en enteresan cümlelerden biriydi adam gayet sakin bir tavırla fazla kontör yüklenmesinden dolayı hattınız şüpheli olarak abonman tarafından kapattırılmış dedi ben de adama suratımdaki şaşkın ifadeyle o ne demek diye sordum bir süre sonra adamın dediği şeyin ne olduğunu anladım bizim cin türk telekom diğer cin türk insanına karşı meğersem ne yaratıcı önlemler almış şöyle ki telekom bir abonenin telefon faturaları arasındaki aylık miktar değişimlerine bakıp eğer ciddi bir meblağ farkı varsa kaçak kullanıma karşı önlem olarak hattı kapatıyormuş bunu öğrendikten sonra adama dönüp beyefendi ben internet kullanan bir insanım meblağ farkının olması gayet normal şimdi hattımı açar mısınız deyince adam yardımcı olamayacağını söyledi ve 122yi bana tekrar hatırlattı ben de teşekkür ederek binadan ayrıldımarkadaşımın evine geri dönüp önce bir elimi yüzümü yıkadım sonra da telefonun başına çöküp 122den başlayaraktan gerekli yerleri aramaya koyuldum 122 beni tekrar 0 212 288 85 32ye yönlendirdi orada karşıma çıkan hanımefendiye derdimi anlattıktan sonra bana başka bir telefon numarası verildi ve o andan itibaren iyimser bir tc vatandaşının nasıl da bürokratik abuse yüzünden delirdiğini ve cinnet noktasına yaklaştığını diyaloglarla anlatmak istiyorum ben iyigünler hanımefendi 0 212 343 6  numaralı aboneyim telefonum kapatılmış açtırmak için ne yapmalıyım 0 212 230 15 52 numarayı tekrar alabilir miyim ben 0 212 343 6  0 212 230 15 52 hmmm ekrandan bilgileri alma süresi beyefendi telefonunuz fazla kontör yüklenmesinden dolayı şüpheli olduğu gerekçesiyle abonman tarafından kapatılmıştır ben hanımefendi evet bana bunu söylediler şimdi de açılmasını istiyorum 0 212 230 15 52 0 212 288 88 90 ya da 91den halledebilirsiniz ben burası nerenin telefonu 0 212 230 15 52 arıza iletişim ben teşekkür ederim0 212 288 88 90 aranır ben iyigünler beyefendi ben 0 212 343 6  numaralı aboneyim telefonum fazla kontör yüklenmesinden dolayı şüpheli olduğundan abonman tarafından kapattırılmış lütfen açar mısınız 0 212 288 88 90 evet telefonunuz kapattırılmış ancak biz arıza iletişimiz bayım sizin santrali aramanız gerekiyor biz fiziksel arızalarla ilgileniyoruz sizin telefonunuzu santralden açtırmanız gerekiyor ben numarasını alabilir miyim 0 212 288 88 90 0 212 230 43 21 ben teşekkür ederim0 212 230 43 21 aranır ben iyigünler hanımefendi ben 0 212 343 6  numaralı aboneyim telefonum fazla kontör yüklenmesinden dolayı şüpheli bulunduğundan abonman tarafından kapattırılmış az önce arıza iletişimle konuştum sizin açabileceğinizi söylediler 0 212 230 43 21 evet ben e açar mısınız telefonumu 0 212 230 43 21 kaç demiştiniz numara ben 0 212 343 6  0 212 230 43 21 beyefendi sizin telefonunuzun borcu var o ödenmemiş görünüyor ben hayır efendim borcu filan yok tekrar bakın lütfen 0 212 230 43 21 hmmm sizi şefe bağlıyorum ben ama ama çatben şefe bağlandığım sırada telefon kapandı ve 0 212 230 43 21i tekrar tuşladım ben ben az önce aramıştım 0 212 343 6  şefin telefonunu alabilir miyim 0 212 230 43 21 0 212 230 12 34 ben teşekkür ederimsabrım yavaş yavaş zorlanmaya başlarken sonunda gerçekten yetkili biriyle görüşecek olmak beni bir nebze rahatlatmaktaydı o nefesle 0 212 230 12 34ü tuşladım ben iyigünler ben 0 212 343 6  numaralı abeneyim telefonum fazla kontör yüklenmesinden dolayı şüpheli görülüp abonman tarafından kapatılmış ne telefon arıza ne de santral sorunumu hallediyor işin ilginç yanı şimdi de ödenmemiş bir faturanız var diyorlar lütfen bana asıl sorunu söyleyip somut bir şeyler yapar mısınız 0 212 230 12 34 arıza iletişimi aradınız mı ben evet arıza iletişimi de aradım santralide 0 212 230 12 34 santral olarak hangi numarayı aradınız ben 0 212 230 43 21 0 212 230 12 34 asıl santrali aramanız gerekiyor numarası 0 212 231 50 11 ben pekiartık damarlarımdaki kan kaynamaya ellerim titremeye başlamıştı sükunetimi korumaya çalışaraktan asıl santrali aramak üzere 0 212 231 50 11i tuşladım ben iyigünler ben 0 212 343 6  numaralı aboneyim az önce yoğun telefon trafiğinden sonra şefiniz beni size yönlendirdi telefonum fazla kontör yüklenmesinden dolayı şüpheli bulunduğundan abonman tarafından kapattırılmıştır ben internet kullanan bir insanım ve de aydan aya faturada meblağ farkı olması çok normal şimdi lütfen şu telefon hattını açar mısınız 0 212 231 50 11 sizi bir saniye bekleteceğim o arada hattın diğer ucundaki mal karı ha o mu sesleri arasında sorunu nasıl halledeceğini iş arkadaşlarına sormaktadır ve bana dönerek siz şimdi hattınızı kaçak kullanan biri olmadığını mı söylüyorsunuz ben bakın hanımefendi benim telefon hattımı benden izin olmadan bana karşı bana bir iyilik yaptığınızı zannederek kapatıyorsunuz sonra da üstüne saatlerdir uğraştırıyorsunuz şimdi hemen şu telefon hattını açar mısınız lütfen derhal burada ses tonu delirmeden önceki son sakinliğini koruyan bir insanın dişlerini gıcırdatarak konuşması gibiydi 0 212 231 50 11 bir saniye 0 212 230 12 34ten duygu hanımı arayın şimdi telefonunuz kullanıma açılacaktır ben teşekkür ederimşefin numarası olan 0 212 230 12 34 tekrar aranır ben duygu hanımla mı görüşüyorum 0 212 230 12 34 duygu hanım şu anda meşgul bir dakika bekler misiniz ben beklerim ama o beklerimin içinde fight clubda ikeayı arayan edward nortonun hold on lafının karşılığında i am holding cevabındaki ses tonu var 0 212 230 12 34 yaklaşık bir dakika bir aradan sonra buyrun ben duygu hanımla mı görüşüyorum 0 212 230 12 34 evet siz kimsiniz ben ben 0 212 343 6  0 212 230 12 34 beyefendi sorun halledilmiştir telefon hattınız bir saat içinde görüşmeye açılacaktır ben teşekkür ederimyaklaşık yarım saat süren şu diyalog silsilesi hayatımdan 5 gün yedi yetmiyormuş gibi biricik devletime ve onun bürokratik organlarına karşı güvenimi zedeledi ve bunlar da olmuyormuş gibi bu yazıyı buraya yazarken internette kaybettiğim 45 dakika telefon faturası olarak gene türk telekom aracılığıyla bana geri gelecek hadi hayırlısı,
İlkbahar,Akşam,ilginc hizmetleri de var,
İlkbahar,Öğlen,an itibarıyle web sitesi bile açılmayan kurum,
İlkbahar,Sabah,adsl bavurumu öğrenebilmek için zamanında 7bu sayı abartı değildir kere farklı telefona yönlendirilme sonunda bir yetkiliyi bulup 3 aydır port beklediğimi anlattığımdabana portların geldiğini ancak öncelikle yüksek hatlara verildiğini söyleyerek beni sinir küpü yapansonrasında türk telekomun genel müdürlüğüne saygı kurallari icinde içimden gelen hereyi yazarak attığım bir mail sonrası yaklaık 5dkne garip di mi bu da abartı değil içerisinde adsl bavurumu kabul eden kurumdur,
İlkbahar,Akşam,hizmet kalitesindeki artışa inanamadığım kurum bugün iki adet telefon hattı almak için başvurdum çay kahve ikramlarının yanısıra ekranlarına bakıp binlerce numaradan beğendiğim ikitanesini almamı mazur gördüler gsm şirketlerinde bile telefon numarası almak bu kadar kolay değil artık,
İlkbahar,Öğlen,şu an bir ziyaret için bulunduğum ofisinde 19lik lcd monitör ile entry girdiğim kurum operatörlerde bile 17 lcd monitör var ya hah çay da demlenmiş bi bardak alıp geliyorum,
Yaz,Sabah,kapalı çarıda ubesi açıldığı halde halkımın halen daha ptt  yeni adı türk telekom  kuyruklarunda beklediği büyükannemden çok yaşamış çalıanlarının olduğu u sıralarda özelleştirilmesi ile gündemde olan bataryası zayıf kurulu,
Yaz,Gece,yıllarca yatıp uyuyup müşteriye en kötü hizmeti verdikleri için grev yapmaları komik kaçmaktadırbkz at and t4701621,
Yaz,Gece,italy telecomun tsi kadar olsa herkesi mutlu edecek kurum ancak malesef it kısmına uyan bir hizmet anlayışı ile herkesin küfürlerini fazlasıyla hakediyor,
Yaz,Öğlen,görevliye faks çekmek istediğini söylediğinde  faksımız arızalı veya yok diye yanıt veren teknoloji devi,
Yaz,Öğlen,call centerını 444 1 444 aradığınız zaman ordan oraya yönlendirilmekten kafayı bulacağınız tüm bu eziyetin sonunda ise elinize ski verip hadi canım yallah diyen bir kurum henüz 2 saat önce başımdan geçen bir hadiseyi sizlerle paylaşmayı borç bilirim ön bilgi durup dururken internet dial up kendini sapıtmış bağlanmakta ama herşeye hata verip offline çekmektedir  ne bilgisayarcılara göstermiş ne hocalara üfletmişsem bir çaresini bulamamış sorunu her gören makina modem vs taş gibi sorun bağlantıda ttyi ara sor bakalım demiştir ben de tüm cesaretimi toplayıp türk telekomu bugün aramış oldum bundan sonra gelişen olaylar şöyle olüyoriyi günler ben iyi günler ben bişii soracaktım bilgisayarım bi haftadır internete bağlanıyo ama hiç bi veri alımıverimi yapılamıyo yani online gözüküyo ama offline aslındamodemdendir yapma yaamodemimde hiç bi sorun yok bilgisayarcı da çağırdım ama bilgisayarda bir sorun bulamadı acaba hattım internete kapanmış olabilir mi var mı böyle bişeyşehir içi arama yapılabiliyo mu sorucağın soruyu skiim şu anda sizle konuştuğuma göre yapılabiliyoama olur muymuş öyle şey canım internet kapanır mıymış yok öyle bişey arkadaşıyla dedikodu yaptığını zannediyo bu kısımlarda beni kendisine yakın görmüş olmalıee napçam ben çok lazım interneto zaman 121i arayın ordaki memura derdinizi anlatın hattınızı kontrol etsin memura bağlanmak için hiç bi tuşa basmayın bekleyin birazilk görüşme biter akabinde 121 aranırtelesekreter telefon arıza ihbar hattına hoşgeldiniz haydaalütfen bulunduğunuz bölgenin üç harfli alan kodunu girinhiç bi tuşa basmadan lütfen bulunduğunuz bölgenin üç harfli alan kodunu girinsabırla lütfen bulunduğunuz bölgenin üç harfli alan kodunu girineeh yeter bea lütfen bulunduğunuz bölgenin üç harfli alan kodunu girinühühühüaz sonrabuyrun 121 telefon arıza ihbar hattıya beni call centerdan yönlendirdiler internetim bağlanıyo görünüyo ama aslında bağlanmıyo bilgisayarımda ya da normal telebiz ilgilenmiyoruz internetle telefon numaranızı bırakın baktıriyim bene ama ben numaranızbi umut xxx xx xx  0216 kodubu görüşme de biter ben acaba noolucak diye beklemeye başlarım yaklaşık on dakika sonra ise o efsane görüşmeyi yaparım memurlatelefon çalar açarımalo121den arıyorum telefonunuz xxx xx xx di mievetşu anda telefonunuz çalışıyo muevetpeki o zaman güzeel iyi günlergörüşme biterböylece türk telekom bir sorunu daha çözmüş bir müşterisini daha memnun etmiş bir halde kurumsal hayatına devam eder artık call center memuresi de 121 çalışanı da müşteri de herkesler memnundur ama bu curcuna da unutulan tek bir şey olmuştur hala internete bağlanamayan telefon hattı o da olsun canım bulduk kıllısını aramayalım herşeyi devletten beklemeyelim,
Yaz,Öğlen,iletişimimi sağlayan yegane kurum olduğu için her sabah kalktığımda varlığına dua ettiğim kuruluşbkz yalancının mumu,
Yaz,Öğlen,yeni yaptığı indirim ve fiyat düzenlemesiyle ağlatan kurum  adresinde eski faturaların yeni sisteme göre ne kadar tuttuğu hesaplanabiliyorbre densizler hiç mi kontrol etmezsiniz de görmezsiniz u an için 40 milyon olan faturanın20 ehiriçi20 internet 52 milyona çıktığını da bunun adına indirim dersiniz,
Yaz,Öğlen,artık ücretlendirme biçimini konuşkanhatt şirkethatt yazlıkhatt hesaplıhattve standarthatt olmak üzere 5 çeşide ayırmış kurum hepsinin sabit ücreti ve kontör bedelleri farklı olsa da ortada öyle bir oranlama var ki hangi tarifeyi seçerseniz seçin 5inde de domalmaya mahkum kalıyorsunuz hepsi aynı kapıya çıkıyor kaçarı yok,
Yaz,Öğlen,dun saat 5 te yaptığım adsl başvurumu dikkate alıp portumu sabah 930 da açarak oha  vay be dedirten devlet kurumu  saygı duydum ,
