Season,Time,Content,Sentiment
Sonbahar,Sabah,sayın trivago yöneticileri olum siz mal mısınızher yere bu kadar çok reklam vermenizin anlamı nedir bok gibi paramız var saçıyoruz da saçıyoruz demek mi bir kampanyan olur kısacası bir fikrin olur anlarım ama bu kadar uzun süre reklam vermeyi planladıysan neden bunu insanların ilgisini çekicek şekilde tasarlamadın bir kere izlenirsin iki kere izlenirsen 34567891011121314151617 kere izleneceğini mi düşünüyorsun  hiç mi girmiyorsun sözlüğe okumuyorsun 100 kere mi verdin artık insanlar bir kere izledi mi artık geç ikincisiye devamlılığı olan bir kampanyan olsun sana kim söylediyse koçum lanet ettirmekte en iyi reklam biçimidir diye kısmen doğru söylemiş ama nerde duracağını bilememiş yine diyorum olur bir reklam kampanyan 2sini merak edersin o çıktığı zaman onuda izler herkes anlatabiliyor muyum aslan parçası ama sen aynı reklamı döndür dolaştır aynı şekilde dayarsan kullanıcına böyle herkes sana küfür eder akıl yoksunu bir firma ve reklam kampanyası  paralarına yazık dediğim yada en çok aklıma gelen bunların kara para akladığı başka türlü aklım mantığım almıyor bu kadar çok aynı sikik reklamı vermelerine,
Sonbahar,Öğlen,her yerde insanın karşısına çıkan reklamlarıyla insanı kendinden tiksindiren site kullanır mıyım elbette hayır biz sana reklam yapma demedik ama bu kadar bıktırılmaz,
Sonbahar,Öğlen,bu firmanın reklamları yüzünden bir daha kesinlikle berline gitmeyeceğim çok açık ve net,
Sonbahar,Sabah,reklamlarından midem bulandı artık  yeter ulan yeter paranızla antipati topluyorsunuz farkında değil misiniz ben olsam hemen atarım işten reklam halkla ilişkiler ne varsabkz tiksınc,
Sonbahar,Öğlen,bkz mide bulantısıreklamından bıktım müziğinden bıktım adını bile görmek istemiyorum virüs gibi yayılmış sanal aleme asla ama asla bu siteyi kullanarak seyahate çıkmayacağıma yemin ediyorum,
Sonbahar,Gece,bu kadar aşırı reklamın üstüne oluşturduğu ilgiyi yerle bir eden bir kere bile girmemiş olmama rağmen hiçbir zamanda girmeyeceğim site madem reklam stratejisi geliştiremiyorsunuz gidin profesyonellerle çalışın,
Sonbahar,Öğlen,daha fazla kazanıp daha fazla yırtık dondan fırlar gibi reklam vermesinler diye çok seyahat eden çevreme kötülüyorum sahtekar bunlar diye,
Sonbahar,Gece,sırf reklamları yüzünden ihtiyacım olsa bile asla kullanmayacağım site ananızı sikiyim nokta,
Yaz,Öğlen,doğrusu yurtdışı otel ararken buldum ve çok sevdimekşiye bakınca o uyuz edici reklamın trivagoya ait olduğunu anladımo reklamı hiç sonuna kadar izlemediğim için trivagoya ait olduğunu bilmiyordumoysa sitesini çok sevmiştimbooking den daha kullanışlıama reklamlara uyuz olan bir kişi olarak protesto edip kullanmayacam,
Yaz,Gece,almanmış alman,
Yaz,Akşam,oteli üstüme yapsalar yine kullanmayacağım site reklamcınızı kovun kardeşim,
Yaz,Akşam,almanya´da yasiyorum tvlerde reklami cok dönüyorörnegin bu trivago alamanca,
Yaz,Öğlen,tesadüfen rai 1daki reklamlarına denk geldim ilginç bir şekilde italyanca dublajı haricinde web sitesinin gösterildiği sahneleri türkçeydi,
Yaz,Gece,seninle berline gitmek istiyorum diyen kızı bulduğum yerde bir kaşık suda boğacağım reklamın bkunu çıkarmış firmadır reklamlarını gördükçe skip butonuna tecavüzü bir borç biliyorum artık,
Sonbahar,Sabah,şimdi yeni bir şey mi yapmışlar yoksa bana mı ilk kez denk geldi bilmiyorum ama video öncesi giren reklamına artık alıştık küfretmeye şimdi bir de izlediğin video bittiğinde tekrar oynata tıkladığında reklam da tekrar oynuyor sanırım nasıl daha farklı çeşitlerde küfürler yiyebiliriz diye bir şey deniyorlar,
Sonbahar,Sabah,çıktığı her reklamından sonra sinirden otel mi ebenin amıvago dedirtendir,
Sonbahar,Akşam,gitmiyorum ulan seninle berline seninde berlininde o reklamı çeken yönetmeninde amkoff be rahatladım,
Sonbahar,Gece,rica ediyorum artık sözlüğe reklam vermesinler o karının sesi rüyalarıma giriyor amk,
İlkbahar,Öğlen,ne sik yaptığını bilmediğim ve bu saatten sonra da hiç öğrenmeye niyetim olmadığı firma her yerden çıkan reklamları yüzünden telefon açıp kendilerine ağır küfür edesim var,
İlkbahar,Öğlen,reklamında fakirlerin çirkin olduğu mesajını veriyor,
İlkbahar,Akşam,önceki salak reklamlarına nazaran bu reklamına bayıldığım şirket türkçe versiyonunu bulamadımidare edin cınım değiştirildi,
İlkbahar,Öğlen,o kadar cok yerde karsıma cıkıyor ki artık inadına kullanmayacagım yeter ulan yeter,
İlkbahar,Öğlen,nerede video izleyecek olsam karşıma çıkan aptal bir reklamı olan fiyat karşılaştırma sitesi evet bu kadar nefret ettirme de bir bilinçaltına işleme başarısıdır doğru ama ben gibi sorunlu tiplerde ters tepiyor bu şu saatten sonra ihtiyacım olsa da kullanmam ben de böyle imgeledim bunu trivagoasla girilmeyecek site hadi bakalım hiçbir şekilde sitesine tıklamadım şu saatten sonra da asla ve kata tıklamam hem görünen o ki yalnız da değilim al sana reklam başarısı,
İlkbahar,Öğlen,gayet de faydalı site oteli en ucuz fiyatla bulduruyor kendileri,
İlkbahar,Öğlen,medya planlaması yapan kişi maldır ota boka video koyarak reklam yapılmaz,
İlkbahar,Öğlen,daha önce söylemiştim hazır yeniden gündemdeyken tekrar edeyim kafama silah dayasalar yine de kullanmayacağım site sebebi tabi ki de lanet olası o reklamları,
Yaz,Akşam,asla kullanmayacağım aptal reklama sahip zımbırtı  tiksindirdiniz ulan kendinizden ve hipster reklam mankenlerinizden,
Yaz,Gece,reklamlarını bakkal sabri amca filan mı yapıyor bu kadar kötü reklam reklam değildiryaşasın booking com,
Yaz,Gece,karşıma çıktığı an içeriğin ne olduğuna aldırış etmeden kapatıyorum videoyu çok önemliyse alternatif sitelere yöneliyorum ve 99 aradığımı buluyorum sen kim köpeksin lan hayatımdan defalarca dakikalar çalmayı kendine hak görüyorsun kendine sövdürmekten keyif alan otel bulma şeysi,
Yaz,Gece,sırf reklamları yüzünden boykot uygulanması gereken firma,
Yaz,Gece,şimdiye kadar hiç osel aramadığım için hiç kullanmadığım site,
Yaz,Sabah,normalde değişik siteler denerim bazen daha güzel fiyatlar olur kampanyalar yakalarım ancak bu sitenin reklamları yüzünden kesinlikle denemeyeceğim zira 50 ucuz olsa bile bunlara 1 tık fazla kazandırmamak adına girmem umarım batarsınız arkadaşlar yaşasın bookingcom,
Yaz,Sabah,reklam frekansı anlayışları ”gözlerini açtığı an bizi görsünler” şeklinde gelişiyor ve her geçen gün daha da kötüye gidiyor,
Yaz,Sabah,internette video izlerken bolca küfür edilen reklam,
Yaz,Öğlen,sırf reklamındaki osel mi trivago kısmı yüzünden bana internette asla otel aramama kararı aldıran firmadır kamu spotu gibi reklam çekiyorlar tatil fikrinden soğuttular,
Yaz,Öğlen,bunların yüzünden gitmeden berlinden soğudum resmen belki güzel bir şehirdi bak bir müşterisini kaybetti alman makamlarına duyurulur,
Yaz,Öğlen,eleştirilirken bookingcom ile kıyaslanması yanlış olan bir fiyat kıyaslama sitesidir zira bookingcom bir seyahat acentasıdır,
Yaz,Öğlen,sayelerinde reklamlarla ilgili bir şey fark ettim reklamların kaç saniyede atlandığı değil ne kadar büyük bir kısmına maruz kalındığı önemliyoutubeda mesela 3 dakikalık reklam girdiğinde 15 saniye bekleyip atlamak koymuyor fakat bu trivago reklamı  çok mantıklı şekilde  15 saniyelik çekildiği için geç tuşu aktifleşene kadar bana punchlineı sokuveriyor sonuna kadar izlemek zorunda kalıyorsun ve o 15 saniye geçmiyor arkadaş otel mıhıı trivaago diye yavşak yavşak söyleyene kadar,
Yaz,Sabah,inatla girmediğim ve çevremde konusu açılınca herkesin aynı cümlelerle lanetlediği firma bu vahşi reklam pompası yüzünden millette nefret uyandırdılar,
Yaz,Öğlen,internet keyfinin içine eden site inatla girmiyorum,
Yaz,Öğlen,sözlük formatında yazmıyorum bu bir olağan üstü durum hepinizden yardım rica ediyorumlütfen ama lütfen  bu adrese girip tüm kininizi kusun yazdığı entrylerin tutması tutmaması ile alakalı herhangi bir insiyatifi olan biri değilim ama lütfen bu entrynin görünür kılmasına destek atın yeter amk sikimin trivagosu ya,
Yaz,Öğlen,youtube reklamı zevkimin içine eden gireceğim varsa da artık girmeyeceğim sitemsi kullanmayın kullandırtmayın,
Yaz,Öğlen,bkz rezervasyon yapanı siksinler usta,
Yaz,Akşam,hakkinda girilen entrylerin hemen hemen hepsinde reklamlarina giydirilen faydasi ve guvenilirligi ile ilgi bilgi icermeyen site,
Yaz,Sabah,hiç internette otel aradınız mı diye başlayan inanılmaz itici reklamıyla beynimizi siken siteneredekalcom kullanıyorum ve herkese de o siteyi öneriyorum hatta bu siteyi soran bütün müşterilerimi de neredekalcom sitesine yönlendiriyorumvideo da izlemiyorum artık amına koyayım,
Yaz,Öğlen,yemin ediyorum o aşırı itici reklamı yüzünden kullanacağım varsa da kullanmayacağım websitesidir bu kadar ısrarcılık olmaz ki arkadaş yaptın reklamını siktir git video izleyemez olduk lan,
Yaz,Öğlen,zaytungtan gelsintrivago reklamı türkiyenin ortak nefret objeleri listesinde fethullah gülenin zirvesini zorluyorlink,
Yaz,Sabah,reklamlarından gına gelen oluşumyeter ulan,
Yaz,Akşam,son reklamındaki güler yüzlü gamzeli sakallı inci dişli şeyi âcilen masamda istediğim firma oteller kumsallar sizin olsun,
Yaz,Gece,her reklamı çıkışında ana bacı küfür ediyorum kendilerine sizin yapacağınız reklam politikasına sokayim bundan sonra tatil için asla araştırma yapmayacağım zavazingodur kendileri,
Yaz,Gece,kayakcom varken bu kadar reklama para harcamaları komik geldi doğrusu,
Yaz,Öğlen,youtube keyfimin amına koymuş şirkettir böyle her açtığım videoda her tv kanalında karşıma çıktığınız sürece asla ama asla sitenize girip bir alışverişrezervasyon yapmayacağım yettiniz,
Kış,Öğlen,video izlediğim her kanalda karşıma çıkmasıyla artık refleks oluştu video yu açıp o an başka işim varsa onu yapıyorum ve sonra geri dönüyorum 35 saniyede geçmek de yok full izletiyor süper zekalılarbununla beraber bu kendilerini akıllı zanneden sitenin hitlerine baktığınızda kullanım oranlarına baktığınızda hala başarılı olmadıklarını görmek mutlu ediyor insanı tavsiyem insanları öpmeye çalışmadan onlarla dost politikalar yürütmeniz reklamın iyisi kötüsü kalitelisi kalitesizi trolü vs olmaz demeden adam gibi reklam yapmanız insan gibi reklam yapmanız umarım tez zamanda beter olursunuz sevgiler,
Yaz,Öğlen,herkesin küfrettiği reklam stratejisi ne kadar işe yarıyordur bilemeyiz ama umarım yaramıyordur yaniben de kolumu kesseler bunları kullanmayacak kadar öfkeliyim her videonun önünde skip edilemeyen reklam olarak bunlar çıkıyor ya,
Yaz,Akşam,böyle bir reklam şekli olamaz ya twitch i ne zaman açsam trivago reklamı çıkıyor yemin ederim kıl oldum bıktım tiksindimnefret ettim benim için trivago bitmiştir,
Yaz,Akşam,bkz skip adnot bu bir emirdir,
Yaz,Akşam,26 yaşımdayım hayatımda ettiğim küfürlerin yarısını senin yüzünden etmişimdir trivago umarım batarsınız,
Yaz,Akşam,o değilde adamlarda ne para varmış be arkadaş bu kadar sık reklam mı verilir tatil beldelerine ilginin azalmasında olaylar değil bu reklamların varlığı olmuştur kanımca,
Yaz,Öğlen,youtube reklamlari sayesinde kendinden nefret ettiren firmabkz skip ad,
Yaz,Öğlen,reklam kusan ulan oynamayacağım dedirten oyundur,
Yaz,Öğlen,içerişi biraz daha basitleştirilmesi gerekilen uygulama belli bir noktada arama yapıldığında karışıyor amaç ve isteğe göre modernasyonlar yapılmalı,
Yaz,Öğlen,otelsiz kalacağımı bilsem kullanmam bu kadar agresif reklam olmamalı,
Yaz,Akşam,günün birinde kullanmak zorunda kalırsam sokakta yatmayı tercih edeceğim otel arama motoru,
Yaz,Gece,kampanyalarının nasıl bir izlenme hedefleri var bu adamların gerçekten akıl sır erecek gibi değil müşteri tarafının frequency capden ya haberi yok ya da umurlarında değil bir kullanıcıya 165489756454 defa aynı reklamı izletince süper sonuç alacaklarını düşünüyorlar sanırım normalde bu tarz gezi sitelerinde saatlerimi geçirim ama yemin ettim bu site girmeyeceğime,
Yaz,Öğlen,epey bir süre trivagonun ne işe yaradığını bile bilemedim zira gördüğüm gibi sayfayı kapatıyordummeğersem otel neyin satarlarmış çadır kurar yatarım yine de trivagodan oda almam reklamın iyisi kötüsü olur,
Yaz,Öğlen,benim gibi azılı bir dijital pazarlamacıdan bile küfür yiyen şirket orkestrasyon frequency cap ve optout konularına tepki olarak iş yapıyorlar sanırım,
Yaz,Öğlen,bugün tuvalette bir şey izleyeyim diye video açtığımda karşıma çıkan şirket kardeş bilgisayar anlarım telefon anlarım smart tv bile anlarım ama niye her yerde karşıma çıkıyorsun amk film sitelerinde bile tam film oynatacakken çıkıyorsun yeter lanadblocka para mı verdiler nedir her yerde çıkıyor,
Yaz,Akşam,sizden otel ararsam agzimi yuzumu siksinlerreklami gec tesekkurler,
Kış,Öğlen,ekşisözlükte sağdaki videoları izlemeye her niyetlendiğimde hayatımdan minimum 10ar saniye 10ar saniye çalmaya çalışan bana ne reklamını ne de niyetlendiğim videoyu izlettiren web sitesi,
Kış,Akşam,ismi lazım değil başka bir siteden aynı tarihlere aynı otele bakıyorum fiyat farkı 3 katı yani birinde 2500 tl diğerinde 2400 euro yani 7500 tl hrs diye bir yere yönlendirdi en ucuz burada düşünün artık bir de demişler ki daha ucuzunu bulun farkı ödüyoruz yok arkadaş kalsın ben farksız halde oradan alırım zaten alacaksambiri bizi kazıklamaya çalışıyor ama hangi site bilemedim not diğer siteyi daha önce 2 kez de kullandım ve sorun yaşamadım ayrıca,
Kış,Öğlen,video sitelerinin tamamını ölücü olarak ele geçiren marka tamam reklam yap abicimablacım da anasını şeetme ya atlayalım diye 15 sn senin o bktan reklamına katlanmak ne demek biliyor musun sen gerçekten ama gerçekten internetteki tüm video sitelerini ele geçirdi adamlar tabi hakları kıroyum ama para bende mantığıyla türkiyede reklam vermeye korkan tüm markalara nispet her ay belli ki para ayırıyorlar bu işe ama insaf ya ocağınız kurusun yemin ederim tiksindim bkz tiskiniyorum,
Kış,Öğlen,küfür yeme rekorunu eline almış firmadır kim veriyor lan size bu akıllara üstüne para verseniz kullanmam lan sitenizi her boka reklam her boka reklam yeter amk,
Kış,Öğlen,haber sitesinde izlemek istediğiniz videodan önce yırtık dondan çıkar gibi fırlayan reklam,
Kış,Öğlen,hiç internette otel aradınız mı diye dakika başı önüme reklam çıkaran firma sizden alışveriş yaparsam azıma sıçsınlar ulan dangalaklar aynı reklam 1500 kere bir kullanıcıya gösterilir mi insanın midesi bu kadar bulandırılır mı ya ,
Kış,Akşam,bkz siz hiç internette otel aradınız mı,
Kış,Öğlen,çok yanlış yere yanlış bir şekilde reklam verendir size tavsiyem o reklam size zarar veriyor çekin oradan,
Kış,Öğlen,yanlış reklam stratejisi sebebiyle batacak olan firmadırbkz sıçıp sıvamak,
Kış,Gece,internetteki haber sitelerinden haber sitelerindeki videoların hepsinden ayrıca internetten internetteki hotellerden hotellerden soğutmuştur bu siktimini sitesi internetten hotel arayanı hotel arayanı hatta arayanı siksinler emi amına koduklarımı ya gece gece komşuları uyandırdım bu amcıklar yüzünden hotelinizi de sikeyim motelinize de atlayım  dedirtmiş internet sitesidir,
Kış,Gece,reklamlarindan kurtulmak icinbkz adblocker plusbkz ublock,
Kış,Öğlen,galiba sitesini internette açılış sayfası yaptırasıya kadar reklamları sürecek olan firmainsanlar kendi canının derdinde bunlar bizi tatile yollamanıninternette video izleyebiliyor olmamız tatile gitmeye hazır olduğumuz anlamına gelmiyor tatille ilgili sitelerde dolaşsam bunu anlayabilirim ama alakasız her videonun altından bunların reklamının çıkması çok anlamsız sanki hayatın olmazsa olmazlarından birisini sunuyor bize yahu millette tatile gidecek zaman ve para var mı acaba altı üstü ekşisözlükte yanda çıkan bir videoya bakayım diyorum anında kapatıyorum bunların reklamını görünce kendi adıma konuşayım sırf reklamları yüzünden bir gün tatile gidecek olursam dahi bu siteyi kullanmam,
Kış,Öğlen,medya ajanslarına birisinin ad frequency capping reklam gösterim sıklığı nedir öğretmesi gerekiyorbir kullanıcıya 12903812093812 kere reklam gösterirseniz marka algısı değil nefret aşılarsınızbkz nefret,
Kış,Öğlen,bu sitenin reklamı tam olarak benim otel tatil yeri araştırmaları yaptığım bir dönemde çıkmıştı bu sebepten olacak ki kendimi sürekli reklamla özdeşleştiriyorumüstüne berlinden bahsetmesi ise tuzbiberbu aralar her gün en az 5 defa karşıma çıkmasa keşke,
Kış,Sabah,bu site aracılığıyla aldığım tatili yaklaşık bir ay sonra iptal ettilerbu trivago denilen aracı şirket de bir bok yapmadımağduriyetin boyutunu siz düşünün uzun uzun yazacak vaktim yok sadece şunu diyeyim bookingcomun gözünü seveyim,
İlkbahar,Öğlen,ali ersan duruyu oynatarak maalesef iticilikten kurtulamayacak firma,
Yaz,Sabah,her sitede her videonun önünde çıkan kapanmayan reklamları yüzünden yılda 10a yakın otel rezervasyonu yapmama rağmen adres satırına bir kere bile ismini yazmadığım sitebu berbat reklam stratejisi devam ettikçe hiçbir zaman girmeyeceğim,
Yaz,Akşam,her yerde karşıma en son ses trivago diyerek başlayan videoları yüzünden aklıma mıh gibi kazınan firma ne iş yaptıklarına dahi bakmıyorum dinlemiyorum hayatta kalabilmek için tek çarem olsalar ölürüm yani o derece tiksindim,
Yaz,Öğlen,yalan yanlış sonuçlar gösteren bir site arama sonucunda gecelik fiyat 270 lira göster diyorsun gösterdiği yerde gecelik 350 lira ne skim anladım bu işten benotellerin skyscannerı olmuş skyscanner da olmayan uçak seferleri gösteriyor olmayan fiyatlarla momondo varken yüzüne bakmıyorum zatentrivagonun yaptığını yapan bir platform varsa yeşillendirin lazım,
Yaz,Öğlen,yaptıkları işin de verdikleri reklamın da taaaa canını yediğim site iğrençsiniz işinizi doğru düzgün yapamıyorsunuz ve tacizci gibi sürekli insanların karşısına pırtlıyorsunuz en kısa sürede batın yeter,
Yaz,Gece,karşıma çıktığı an içeriğin ne olduğuna aldırış etmeden kapatıyorum videoyu çok önemliyse alternatif sitelere yöneliyorum ve 99 aradığımı buluyorum sen kim köpeksin lan hayatımdan defalarca dakikalar çalmayı kendine hak görüyorsun kendine sövdürmekten keyif alan otel bulma şeysi,
Yaz,Gece,sırf reklamları yüzünden boykot uygulanması gereken firma,
Yaz,Gece,şimdiye kadar hiç osel aramadığım için hiç kullanmadığım site,
Yaz,Sabah,normalde değişik siteler denerim bazen daha güzel fiyatlar olur kampanyalar yakalarım ancak bu sitenin reklamları yüzünden kesinlikle denemeyeceğim zira 50 ucuz olsa bile bunlara 1 tık fazla kazandırmamak adına girmem umarım batarsınız arkadaşlar yaşasın bookingcom,
Yaz,Sabah,reklam frekansı anlayışları ”gözlerini açtığı an bizi görsünler” şeklinde gelişiyor ve her geçen gün daha da kötüye gidiyor,
Yaz,Sabah,internette video izlerken bolca küfür edilen reklam,
Yaz,Öğlen,sırf reklamındaki osel mi trivago kısmı yüzünden bana internette asla otel aramama kararı aldıran firmadır kamu spotu gibi reklam çekiyorlar tatil fikrinden soğuttular,
Yaz,Öğlen,bunların yüzünden gitmeden berlinden soğudum resmen belki güzel bir şehirdi bak bir müşterisini kaybetti alman makamlarına duyurulur,
Yaz,Öğlen,eleştirilirken bookingcom ile kıyaslanması yanlış olan bir fiyat kıyaslama sitesidir zira bookingcom bir seyahat acentasıdır,
Yaz,Öğlen,sayelerinde reklamlarla ilgili bir şey fark ettim reklamların kaç saniyede atlandığı değil ne kadar büyük bir kısmına maruz kalındığı önemliyoutubeda mesela 3 dakikalık reklam girdiğinde 15 saniye bekleyip atlamak koymuyor fakat bu trivago reklamı  çok mantıklı şekilde  15 saniyelik çekildiği için geç tuşu aktifleşene kadar bana punchlineı sokuveriyor sonuna kadar izlemek zorunda kalıyorsun ve o 15 saniye geçmiyor arkadaş otel mıhıı trivaago diye yavşak yavşak söyleyene kadar,
Yaz,Sabah,inatla girmediğim ve çevremde konusu açılınca herkesin aynı cümlelerle lanetlediği firma bu vahşi reklam pompası yüzünden millette nefret uyandırdılar,
Yaz,Öğlen,internet keyfinin içine eden site inatla girmiyorum,
Yaz,Öğlen,sözlük formatında yazmıyorum bu bir olağan üstü durum hepinizden yardım rica ediyorumlütfen ama lütfen  bu adrese girip tüm kininizi kusun yazdığı entrylerin tutması tutmaması ile alakalı herhangi bir insiyatifi olan biri değilim ama lütfen bu entrynin görünür kılmasına destek atın yeter amk sikimin trivagosu ya,
Yaz,Öğlen,youtube reklamı zevkimin içine eden gireceğim varsa da artık girmeyeceğim sitemsi kullanmayın kullandırtmayın,
Yaz,Öğlen,bkz rezervasyon yapanı siksinler usta,
Yaz,Akşam,hakkinda girilen entrylerin hemen hemen hepsinde reklamlarina giydirilen faydasi ve guvenilirligi ile ilgi bilgi icermeyen site,
Yaz,Sabah,hiç internette otel aradınız mı diye başlayan inanılmaz itici reklamıyla beynimizi siken siteneredekalcom kullanıyorum ve herkese de o siteyi öneriyorum hatta bu siteyi soran bütün müşterilerimi de neredekalcom sitesine yönlendiriyorumvideo da izlemiyorum artık amına koyayım,
Yaz,Öğlen,yemin ediyorum o aşırı itici reklamı yüzünden kullanacağım varsa da kullanmayacağım websitesidir bu kadar ısrarcılık olmaz ki arkadaş yaptın reklamını siktir git video izleyemez olduk lan,
Yaz,Öğlen,zaytungtan gelsintrivago reklamı türkiyenin ortak nefret objeleri listesinde fethullah gülenin zirvesini zorluyorlink,
Yaz,Sabah,reklamlarından gına gelen oluşumyeter ulan,
Kış,Gece,reklamlarindan kurtulmak icinbkz adblocker plusbkz ublock,
Kış,Öğlen,galiba sitesini internette açılış sayfası yaptırasıya kadar reklamları sürecek olan firmainsanlar kendi canının derdinde bunlar bizi tatile yollamanıninternette video izleyebiliyor olmamız tatile gitmeye hazır olduğumuz anlamına gelmiyor tatille ilgili sitelerde dolaşsam bunu anlayabilirim ama alakasız her videonun altından bunların reklamının çıkması çok anlamsız sanki hayatın olmazsa olmazlarından birisini sunuyor bize yahu millette tatile gidecek zaman ve para var mı acaba altı üstü ekşisözlükte yanda çıkan bir videoya bakayım diyorum anında kapatıyorum bunların reklamını görünce kendi adıma konuşayım sırf reklamları yüzünden bir gün tatile gidecek olursam dahi bu siteyi kullanmam,
Kış,Öğlen,medya ajanslarına birisinin ad frequency capping reklam gösterim sıklığı nedir öğretmesi gerekiyorbir kullanıcıya 12903812093812 kere reklam gösterirseniz marka algısı değil nefret aşılarsınızbkz nefret,
Kış,Öğlen,bu sitenin reklamı tam olarak benim otel tatil yeri araştırmaları yaptığım bir dönemde çıkmıştı bu sebepten olacak ki kendimi sürekli reklamla özdeşleştiriyorumüstüne berlinden bahsetmesi ise tuzbiberbu aralar her gün en az 5 defa karşıma çıkmasa keşke,
Kış,Sabah,bu site aracılığıyla aldığım tatili yaklaşık bir ay sonra iptal ettilerbu trivago denilen aracı şirket de bir bok yapmadımağduriyetin boyutunu siz düşünün uzun uzun yazacak vaktim yok sadece şunu diyeyim bookingcomun gözünü seveyim,
İlkbahar,Öğlen,ali ersan duruyu oynatarak maalesef iticilikten kurtulamayacak firma,
Yaz,Sabah,her sitede her videonun önünde çıkan kapanmayan reklamları yüzünden yılda 10a yakın otel rezervasyonu yapmama rağmen adres satırına bir kere bile ismini yazmadığım sitebu berbat reklam stratejisi devam ettikçe hiçbir zaman girmeyeceğim,
Yaz,Akşam,her yerde karşıma en son ses trivago diyerek başlayan videoları yüzünden aklıma mıh gibi kazınan firma ne iş yaptıklarına dahi bakmıyorum dinlemiyorum hayatta kalabilmek için tek çarem olsalar ölürüm yani o derece tiksindim,
Yaz,Öğlen,yalan yanlış sonuçlar gösteren bir site arama sonucunda gecelik fiyat 270 lira göster diyorsun gösterdiği yerde gecelik 350 lira ne skim anladım bu işten benotellerin skyscannerı olmuş skyscanner da olmayan uçak seferleri gösteriyor olmayan fiyatlarla momondo varken yüzüne bakmıyorum zatentrivagonun yaptığını yapan bir platform varsa yeşillendirin lazım,
Yaz,Öğlen,yaptıkları işin de verdikleri reklamın da taaaa canını yediğim site iğrençsiniz işinizi doğru düzgün yapamıyorsunuz ve tacizci gibi sürekli insanların karşısına pırtlıyorsunuz en kısa sürede batın yeter,
Kış,Öğlen,ekşisözlükte sağdaki videoları izlemeye her niyetlendiğimde hayatımdan minimum 10ar saniye 10ar saniye çalmaya çalışan bana ne reklamını ne de niyetlendiğim videoyu izlettiren web sitesi,
Kış,Akşam,ismi lazım değil başka bir siteden aynı tarihlere aynı otele bakıyorum fiyat farkı 3 katı yani birinde 2500 tl diğerinde 2400 euro yani 7500 tl hrs diye bir yere yönlendirdi en ucuz burada düşünün artık bir de demişler ki daha ucuzunu bulun farkı ödüyoruz yok arkadaş kalsın ben farksız halde oradan alırım zaten alacaksambiri bizi kazıklamaya çalışıyor ama hangi site bilemedim not diğer siteyi daha önce 2 kez de kullandım ve sorun yaşamadım ayrıca,
Kış,Öğlen,video sitelerinin tamamını ölücü olarak ele geçiren marka tamam reklam yap abicimablacım da anasını şeetme ya atlayalım diye 15 sn senin o bktan reklamına katlanmak ne demek biliyor musun sen gerçekten ama gerçekten internetteki tüm video sitelerini ele geçirdi adamlar tabi hakları kıroyum ama para bende mantığıyla türkiyede reklam vermeye korkan tüm markalara nispet her ay belli ki para ayırıyorlar bu işe ama insaf ya ocağınız kurusun yemin ederim tiksindim bkz tiskiniyorum,
