Season,Time,Content,Sentiment
Sonbahar,Sabah,kesinlikle alternatifsiz kalmaması gereken mağazalar zinciri fahiş fiyat eğilimleri içinde olan 35 kuruş fiyat farkı yaratıp sözde çeşitliliği ile göz boyayan bir market,
Sonbahar,Akşam,fs pro v2045 laptopu burdan almamla beraber başladı o kin ve nefret dolu günler kazıklanmak  yazmayan klavyeler aşırı ısınan işlemciler,
Sonbahar,Gece,bkz damarli,
Sonbahar,Öğlen,tüketim çılgınlığımı azdırmak için midir bilinmez etilerin göbeğine iki katlı şube açan dijital kanatlı melek,
Sonbahar,Akşam,bilgisayar almaya gittiğimde sabancı grubuna ait olmasına rağmen axesse peşin fiyatına taksit yapmadığı için bilgisayarı vade farklı aldığım daha sonraki hafta gittiğimde ise axesse peşin fiyatına taksit yapmaya başlamış olduğunu görüp bana kafayı yedirtmiş olan lakin memlekette sektörel bağlamda tek tabancaya yakın bir konumda olan güzide zincir,
Sonbahar,Gece,web sitesinde hard disk yerine hard disc yazan ciddiyetsiz firma,
Sonbahar,Gece,sattığı her şeyi pahalıya satan aynı malları daha ucuza başka yerlerde bulabileceğiniz yine de gezmesi zevkli dükkanlar zinciri etilere de yenisi açıldı bu aralar 169 dev ekranlarda finding nemo izlemek için gidilebilir,
Sonbahar,Akşam,bir yağmur çeşidi vardır hani hissettirmeden inceden inceye ıslatan yağmur çeşidi olarak deli ıslatan veya ahmakislatan denirhah işte bu süper buluşumuz teknoğğsağğ mızda bu işi hardcore bir şekilde icraa etmektedir artık deli yi ıslatıyor mu skiyor mu siz düşünün,
Sonbahar,Akşam,130 ytl karşılığında aldığınız lg markalı bir dvdwriter ın 3 ay sonra 80 ytl ye satılabildiği mağazalar zinciridir,
Sonbahar,Akşam,aldığınız bir ürün bozuk çıktığında hemen değiştiren bununla yetinmeyerek 2 hafta sonra ürününüz tamirden gelmiştir gelip alın diye haber veren gidip siz ürünü değiştirmiştiniz zaten bende var bir tane dediğinizde ısrarla anlamayıp ürünü vermeye çalışan düşük iq sahibi insanları özürlü sayarak işe aldığını düşündüğüm mağazalar zinciri,
Yaz,Öğlen,peşin fiyatına taksitle kavramını tamamiyle götünden anlamış ürünü vade farkı eklenmiş taksitli fiyatına peşin satarak peşin fiyatına taksitle sattığını iddia eden firma,
Sonbahar,Akşam,50lik dvdyi 50 milyona satan firma,
Sonbahar,Akşam,pendikde bile şube açtıktan sonra  isminin kardeşler elektronik olarak değiştirmesi uygundur,
Sonbahar,Akşam,hizmeti rezalet fiyatları yüksek çalışanları ilgisiz ve bilgisiz olmasına rağmen renklerindeki turuncumavi uyumuna hasta olduğum firma,
Sonbahar,Akşam,hala daha amd çok ısınıyor o yüden müşterilemize tavsiye etmiyoruz diyebilen bilgisiz ve teknolojiden uzak insanları mağazalarına müşterilere hizmet etsin diye koyan firma,
Kış,Sabah,mecidiyeköy mağazasının dış cephesindeki elektronik bandından son dakika haberlerini geçen mağazalar zinciridir ışıklarda beklerken haber okunuyor iyi oluyor rumeli caddesi mecidiyeköy profilo ve metrocity mağazaları ile metro hattına konuşlanmış zincirdir aynı zamanda söz konusu alışveriş merkezlerine girdiğimde ilk ziyaret ettiğim mağazalardır bunlar  almasam da bakınmayı zevkli buluyorum ya da aklımda olmayan birşey alıp takside dolanıyorum birşeyler atıştırmaya gidip televizyon aldığım olmuştur profilodan örneğin teknosanın varlığının yanısıra daha büyük ekranın daima daha cazip olması meselesidir bir yandan ya neyse,
Kış,Sabah,mağazalarındaki bazı ürünleri mağazalarında bulamayabileceğiniz bir yerdir şöyle ki  iade aldıkları arızalı ürünleri çeşit olsun diye sergileyip almaya niyetlenen müşteriye lakin elimizde yok diyen diyebilen bir mağazacılık anlayışınıhn simgesidir teknosa,
Kış,Sabah,arenada 15 milyon olan bir kulakligi 30 milyona satan hesapli magazalar zinciri,
Kış,Öğlen,bilgisayar parçalarına yaptıkları taksit ilk anda tahrik edici görülmekle beraber kısa bir parmak hesabı ve bir iki dükkana soruş aktivitesinden sonra gachayım demeniz kuvvetle muhtemel mağazalar zinciri,
Kış,Gece,kurtuluşta bakkal boyutunda bir mağaza açarak şaşırtan şirket,
Kış,Gece,çakal elektronik eşya satan mağazalar zincirişoyleki siz bir cep telefonuna bakıyorken görevli hemen üstünüze atlar ve özelliklerini size sayar yere göğe sığdıramaz siz zaten önceden telefonu çözmüşsünüzdür ve bu yüzden almak istiyorsunuzdur dinlemezssiniz bir alt modele yönelirsiniz ve bu sefer onu övmeye başlar kısaca size bir ürünü satın almanız için her türlü maymunluğu yapan görevlilere sahip bir mağazadır teknosa dikkat edin kanmayın,
Kış,Gece,heryerde mantar gibi türemeye başlamış olan bir elektronik eşya mağazasıadeta bir marketler zinciri haline gelmeye başladı,
İlkbahar,Gece,peşin fiyatlarda hiç bir avantaj sağlamayan sadece iyi takip edilirse bazı ürünlerde özellikle yeni ürünlerde güzel taksit imkanları sağlayan teknoloji marketi,
Yaz,Sabah,profilo alışveriş merkezi ya da metrocitye her gittiğimde girdiğim mağaza ama bugüne kadar boş cd dışında hiçbir şey alamadım gidip sadece iç geçiriyorum,
Yaz,Gece,merkezi istanbul maltepe  de bulunan teknolojik oyuncaklar satan sabancı holding şirketi  staj ayarlayıp yakın zamanda içine sızacağım şirkettir ayrıtetten gelişme ve ayrıntıları aktarıcağım bkz teknosa klima,
Sonbahar,Öğlen,nişantaşından mecidiyeköye yürüyen bir kişinin karşısına 5 kere çıkan mağazalar zinciri içerde bişey satsalar üzülmicem ama mağazalarda elle tutulur herhangi bir ürün de yok,
Sonbahar,Öğlen,calisanlarinin bilgisizligi sac bas yolduran firma yolumun ustunde diye cd almaya gittigim her seferinde duydugum seyler inanilmaz surround icin saraun var bunda derinden sesler geliyor  yok bilmem neler hayir ingilizce soyleyememeleri onemli degil turkcesini soylesinler bari yok olmaz ille de aparlor arz,
Sonbahar,Sabah,metrocity şubesinde ürün satmamak için debelenen çalışanları var bir pazar sabahı dükkan bomboşken birkaç kulaklık ve birkaç printer kartuşunu satmamak için gerekli her şeyi yapmayı başardılar,
Sonbahar,Akşam,bkz soksa,
Sonbahar,Öğlen,kaderin bir cilvesi ile içinde başka bir firma adına part time da olsa çalışmaya başladığım firmabkz 8480517,
Sonbahar,Öğlen,sitelerindeki haftanin anketi ile insana mavi ekran verdiren firma oyle kikaç adet kredi kartınız var 2den az 3 4 4ten fazlabu anketin ne gibi bir sonuc cikaracagi ve yorumlanmasindan da ote 2 kredi karti sahibi kiilerin hangi secenegi sectiklerini merak etmekteyim,
Kış,Akşam,ne kadar cakal olduklarini yeni ogrendigim magaza musteriyi kaziklamaya doyamiyorlar adetabunu bir ornekle aciklamak gerekirse etilerdeki magazalarinin resmi acilis gununde bizi goz gore gore kazikladilar lcd televizyonlarda 10 ayrica magaza acilisi icin ekstra 5 indirim oldugunu soyleyip babam kredi kartini verdikten sonra 10 indirimli ceken teknosa yetkileri bunu bize soylemeyi gerekli gormediler biz hatalarini farkedince evet farkindayiz ya hata deil o sadece 10 yapioruz demekle yetindiler ustelemeye devam edince de musteri haksizdir biz ne diosak o hadi yuruyun diyen magaza yetkilileri ne kadar cirkes olabileceklerini de bize kanitlamis oldular,
Kış,Gece,bkz teknosa dan alinan telefonlarin kayit disi cikmasi,
Kış,Öğlen,satış sonrası hizmeti rezalet teknoloji dükkancığıbozuk çıkan modemi geri götürdüğünüzdealamayacaklarını ancak servise gönderebileceklerini söyleyen çalışanına kardeşim ben ismine güvendiğim için buradan aldım bu modemi bir daha alışveriş yapmam teknosa dan herhalde diye söylendiğinizde  valla o sizin tercihiniz yanıtını alırsınız yazıcıoğlundaki korsan cd cilerin verdiği satış sonrası destek teknosanınkinden daha iyidir,
Kış,Öğlen,hiçbir şekilde bir cazibesi olmayan elle tutulur hiçbir yanı olmayan tüm kötü eleştirilere de kulaklarını tıkamış olan ilgilenmeyen ve ilgilenilmeyesi mağazalar zinciri,
İlkbahar,Sabah,ilk bakışta kazıkçı lan bunlar tepkisi verilse de fiyatlar incelendiğinde aslında amaçlarının taksitli satış olduğu anlaşılır çünkü o fiyatlar üzerinden 510 taksit yapılmaktadır yani aynı ürünü başka yerde daha ucuza bulabilirsiniz ama  peki ya taksit derseniz peşin fiyat bu kardeşim tepkisiyle karşılaşırsınız yani taksit insanıysanız ideal peşinci bi kişiliğe sahipseniz bi an önce kaçılması gereken bi yerdir ayrıca geçen gün lcd monitör bakarken  7 tane ölü piksele kadar geri alıyoruz diyen hatun bi çalışana da sahiptir bi şubesi  demekki tüm çalışanları için bilgisiz demek yanlışmış,
İlkbahar,Sabah,zamaninda 300 milyonluk sony md playeri 150 milyona nasil aldigima sasirdigim genelde fiyatlar piyasadan yuksek olsada bazi urunleri daha ucuza bulabileceginiz yerdir calisanlara soru sormak zorda olsa yakinligi ve el altinda bulunmasi nedeniyle tercih edilebilir,
İlkbahar,Akşam,müşteri hizmetleri telefonu bir türlü cevap vermeyen bkz 4440078 akıllara ziyan dükkantezgahtarlarınıkalitenin belli bir seviyenin üstüne çıkmaması için sokaktan topladıkları olasıdır,
İlkbahar,Öğlen,bundan 2 sene önce sony ericsson un yeni modeli t100 alınıreve götürülür makina kasılır kilitlenir ve pil sökülse bile aynı sorun devam edersonra ertesi gün teknosaya götürülürörnek 1 muzio mp3 player alımıiyi günler 256 lık muzio varmıvarcreativemi iyi muzio mucreativedinledinizmihayır tahmin iyidir creativemuzio alınıp çıkılır mutlu mesut olunur,
İlkbahar,Öğlen,tek avantajinin toplu ve yakindan inceleme imkanidir gazete ve internette gördügünüz ürünleri genelde yakin ve merkezi yerlerde bulunan teknosalarda inceleyebiliriz ama alinirken tekrar düsünülmeli zira daha ucuzu piyasada mutlaka mevcuttur,
İlkbahar,Öğlen,görme sansini buldugum 45 magzasindada ürünlerin saçma sapan dizildigine kanaat getirdigimbonus karta 5 taksit yapanreklamdan kazanan dükkan,
İlkbahar,Öğlen,870 megabytlik cdlerin varligindn haberi olmayan elemanlarin çalistigi kazikçi magaza bkz kaçarak uzaklasmak,
İlkbahar,Sabah,elamanlarinin cahilligi dillere destan olan lcd tv almak isteyen bir musteriye televizyon diye bilgisayar ekrani satan firma,
İlkbahar,Öğlen,cikan kismin ozeti merhaba biz hp r507 almak istiyorduk yalniz yaninda 128mb sd card veriyosunuz değil mi sitede yazdığı gibi bi sn efendim kontrol ediim tik tik evet veriyoruz yalniz su anda elimizde o urunden yok bu vitrindeki diil mi o yok gak guk vidi efendim bi asagi bakalim eleman asagidan elinde bir hp r507 kutusu ile donunce kabusun yeniden basladigi anlasilir varmis efendim tamam aliyoruz bunufatura vs isleri halledilirken dukkan gezilir kasaya donulur 450 ytl nakit mi kr bi saniye nasil 450 sitede 350 yaziyodu ee internet fiyatlari farkli olabiliyor digerleri de basiyla onaylar 100 ytl mi farkediyor ee tabi olabilir digerleri daha bir siddetle tabi tabi diye onaylar bakin hatta katalogumuzda da fiyati 450 bakabilir miyim e ama bu r607 modeli yanlis modele bakiyosunuz siz ha ne nasi ah pardon ben yanlis seyetmisim sey olmus anliyorumurun nihayet alinir ve kacilir bu maceramizdaki enteresan iki nokta plazma tvyi playstation sanan satis elemaninin maceralari sakin kacirmayin,
İlkbahar,Öğlen,ben elektronik cihazlara essek yuku para veririm zerre de koymaz bana oh demeye hevesli insanların alış veris yapabilidigi 3 kurusluk cihazı 10 kurusa satabilen kıyak tukkan,
Yaz,Akşam,calisanlarinin hepsinin teknolojiden bi haber oldugu garantili magaza diye tercih ettiginiz ama urunle ilgili bir sorun yasayip da tekrar gittiginizde yuzunuze bos bos bakan insanlarla karsilastiginiz kesinlikle sorununuza care bulamadiginiz sabanci isminin arkasina saklanan elektronik esya magazasi teknik servis konusunda sifirlar ayrica anlasmali olduklari teknik servisleri bile bilmiyorlar daha kaliteli servis ve personele ihtiyaclari var,
Yaz,Öğlen,bkz 7734547,
Yaz,Akşam,batması için her gece dua ettigim dükkanlar toplulugu,
Yaz,Akşam,5 ayın sonunda bozuk dvdmin  boardunun serviste bulunmadıgını öğrenebilmiş5 ayın sonunda tüketici kanunu vsyi sallamadan isterseniz servisi bir de siz arayın deme pişkinligini gösterebilmişmahkemeye verecegim deyince sırıtarak nasıl arzu edersiniz diyenbeni her tanıdıgımdan teknosa dan alisveris yapmayacagına dair söz isteme saçmalamasına mecbur bırakmış müessese,
Yaz,Gece,büyük bir hata yaparak 51 ekran bir tv aldığımız kazıkçıilgisizbilgisiz elektronik mağazasıertesi gün yapılan teslimatta aldığımız tv yerine 81 ekran aynı marka bir tv gönderdilerdaha sonra aldığımız mağazayıbkz carousel arayarak durumu bildirdikbize satışı yapan kişiye gönderdikleri tv ile bizim aldığımız tvnin model nolarının ve boyutlarının farklı olduğunu söyledikbize verdiği cevap aynen şu şekildeydireyondaki dev ekran tvlerin yanında size küçük gibi gelmişitir uzun uğraşlar sonucu model nolarını kontrol etmeye ikna ettik de öyle anladı bir hata olduğunu,
Yaz,Öğlen,her ne kadar bir cok yerde magaza acarak turk gencliginin teknolojik aletlere bon bon bakma arzusuna cevap olmus olsa da beter bir magaza zinciri vitrindeki urunun kutusu yoktur hatta o urun sistemlerinde bkz oracle bile kayitli degildir,
Yaz,Öğlen,geçtiğimiz aylarda metro citydeki mağazasında üretimi yıllar önce durmuş olan agp 4x bir ti 4200 ekran kartını 289a satarken hemen yanında radeon 9600 xtyi 260a sattığına şahit olduğumuz firma elemanlara durumu anlatıp eski nesil bu kartın neden yeni nesil bir karttan daha pahallı olduğunu sorduğumuzdaysa eleman kutuyu evirmiş çevirmiş ve bunda tv out var o yüzden daha pahallı diyerek merakımızı gidermiştir gpu ramdac hızı iş hatları falan hepsi hikaye siz siz olun ekran kartı alırken tv out olup olmadığına bakın,
Yaz,Öğlen,teknosanın en temel  sorunu bilgisiz elemanlar ve bu sektörü yönlendirebilecek yetkinsiz yöneticilerle yola koyulmuş olmasıdır teknolojiyi takip etme ve donanım eksikliği bulunan bu garabet işletme en temel müşteri tatmini yeteneklerinden ne yazık ki bihaberdir ve herhangi bir şekilde bunu düzeltmeye yönelik çalışmalarda bulunmamaktadır bunun nedeni ise isminin sonuna aldıkları sa sonekinin toplumumuz üzerinde yarattığı güven duygusudur nasıl olsa gelecekler nasıl olsa alacaklar felsefesi işin garibi dünya üzerinde sadece türkiyede başarılı olan taksitli satış yöntemiyle şirketin hala ayakta durması gibi bir şaşırtıcılık söz konusudur teknolojiyle başbaşa olan işletmelerin en temel vazifesi olan esnekleşme ve hızlı beceri kazanma olgusunu geliştirememiş olması sorunun yanısıra başta belirttiğim çalışan sorununu ele almak gerekir diye düşünüyorum çalışan sisteminde tam zamanlı çalışanların yetkinsizliğinin yanısıra part time çalışanların zır cehaleti söz konusudur ki biraz sonra vereceğim örnek teknosanın içler acısı durumunu gösterecektir şöyle ki part time çalışanları seçme usulü gerçekten herhangi bir eliminazasyon taşımamaktadır çünkü part time çalışanların para kazanmaları büyük ölçüde prim usulü ve sattığın kadar alırsın yöntemine dayalı olduğu için kaliteli elemanın ki genelde ilgili üni öğrencisi olur bu işletmeye ilgi duymasını engellemektedir yani part time çalışanlar genelde o sıralarda iş arayan paraya ihtiyacı olan ama ilgisiz ve bir şekilde buraya kapağı atabilmiş kişlerdir bu kapak atma durumundan mütevvelit tek dertleri para kazanmak olması nedeniyle mağaza içerisinde yapılması gereken standart işleri yerine getirmekte çekinmekte ve hatta para kazanmalarına engel olduğunu düşündükleri bu tarz işleri yaparken büyük bir savsaklama içerisine girmektedirler şöyle ki ismi lazım değil istanbulda bulunan bir teknosa mağazası çalışanlarından part time görevlilerin çalışma zamanları sırasında verilen standart mal düzenleme depoya yerleştime işlemleri sırasında bir an önce işleri  bitirip asıl işlerini yerine getirmek için gelen çok hassas ürünleri tamamen baştan savmacı bir yöntemle depoya yerleştirmeleri söz konusu olmuştur bu tarz hassas aletlerde daha kullanmadan yaşanan sorunların en bariz nedenleri depo yerleştirme sırasında gereken dikkatin gösterilmemesi olsa gerek diye düşünmekteyim hatta örneği biraz açmam gerekirse merdivenlerden bilgisayar parçalarının tekmelenerek yuvarlanması olayı mevcutturyani gerekli ve yeterli ücretlendirme politikasından bihaber şirketimiz amerikan usulü yöntemi ne yazık ki kaliteli elemanı çekmekte pek yeterli olamamaktadır bu örneğin yeterli bir örnek olmadığı su götürmez bir gerçektir ama benim üzerinde durmak istediğim nokta işletme çalışan politikasındaki hatalar bu tarz yerlerde verilmesi gereken iş öncesi eğitim ve oryantasyon programlarının eksikliğidir ilerki zamanlarda bunun acısını fazlasıyla çekeceklerini düşünüyorum şimdilik herhangi bir düzenlemeye gitmemeleri ise yakın zamanda gelecek acıların en büyük göstergesi olsa gerek arkalarında duran sabancı olması ne halt yerler bilinmez ama daha adam olması için çok çalışması gerek çoook,
Yaz,Öğlen,calisacak elemanlari secerken birtakim ozellikler en azindan satilacak urunler hakkinda bilgi aranmasi gereken bir pazarda hizmet vermekte ama ne is olsa yaparim abi leri calistirdigi gorulmektedir ozzzz kisisi discmaniyle kulakliksiz muzik dinleyebilme amacli teknosadan quake marka dandik bir hoparlor almistir hoparlor anfili olmasina ragmen hem hoparlorun hem discmanin sesinhi sonuna kadar acmasina ragmen nerdeyse kulaklıkların sesini sonuna kadar actigindaki seviyede bi sese ulasilmis ve hoparlor degistirilmek istenmistir ozzzz iyi gunler ben dun bu speakeri almistim ozzzz ben hoparlor derim adam simdi speaker mi demek istiyosunuz der diye speaker demistir ne de olsa teknosa discmanle dinlemek icin ama sesi cok az cikiyor degistirmek istiyorumeleman discmandendir oo yani oyle de anfisiz gibi az cikiyor ses bu kadar dusuk cikmamasi lazime fisini taktiniz mio hö taktim tabie discmandendir o bunlar bilgisayar aporlosu aynen boyle dedi ben de kasiyorum speaker diye bilgisayara takarsan cok yuksek cikar discmande normalo mavi ekrane degistirmek mi istiyosunuz creative var onu verelimo tamameleman creative hoparloru getirir kredi kartini ister diger elemana danisire arada 9 milyon fark var bunu cekecez tamam degil mi gulerek diger elemanae 10 cektim yanlislikla iptal mi edeceme2 surdan bi milyonluk bi cd verelimo masmavi ekran ozzzz ne lan bu bakkaldan ekmek alip yuz bin lira yok bi sakiz al der gibi keske ben de sorsaydim fis almadan kaca olur diye diye dusunure2 cd lerin yanina gidero e ye cd getirmeye mi gittie evet ama isterseniz tekrar iade alayim yani isinize yaramazsa cd bosa almayino iade alin yae tamam buyrun kartinizi pardon vermiyim kartinizi iade alacam eleman on milyonu iptal eder dokuz milyon ceker ozzzz kacar,
Sonbahar,Öğlen,asus laptoplar için en ucuz fiyat garantisi veren mağazalar zinciri,
Sonbahar,Sabah,milyonlarca liralık teçhizat ortalıkta dururken radioshackin 3 kuruşluk mallarını kilitli dolaplarda tutan garip yer,
Sonbahar,Sabah,ne yaptığını nasıl yapması gerektiği bilmeyen buram buram acemilik buram buram fırsatçı ahmaklık kokan bir yerolay şöyle telefonlardan biri çalışmamaktadır üstelik garanti belgesi yoktur üstelik bandrolü yırtıktır üstelik kullanılmış olduğu bellidir bu noktada kişi ani mutasyonla onimusha formunu alır ve teknosa müşteri temsilcisi aranır ahizenin öbür ucundaki ses gayet pişkin bir şekilde konunun kendini ilgilendirmeğini söyleyip telefonu suratınıza kapatır sonrasınra silahlar kuşanılır tekrar aranıp yetkiliye medya ile devamlı iş yaptığınız ve bu konuyu en kısa zamanda halletmezlerse aynı haftasonu rezilliği bütün gazetelerde okuyacakları söylenir ve konu hallolur paranızı geri verirlerhamiş kendi iyiliğiniz için gitmeyin almayın uğramayın herkese de böyle söyleyin,
Sonbahar,Sabah,aşağıdaki diyalogun aynen geçtiği gudik mağazasimdi bu telefona bisey olursa size mi getiriyoruzhayır efenim direkt olarak servisini buluyosunuzservisi nerdebilemiyorume ne skime garanti kartı imzalıyosun o zaman lan,
Sonbahar,Sabah,internetten satışa başlamış olan teknoloji market ,
Sonbahar,Öğlen,aldığınız 3 ürünün 3ünde de sorun çıkınca  o sizin şanssızlığınız diyebilen elemanlara sahip mağaza,
Sonbahar,Öğlen,mepeüç dediğinizde başta anlamamış gibi yapan sonradan da  haa empeüç demek istiyorsunuz diye akıllarınca ayar veren o kadar ingilizce meraklısıysanız empitri deyin öyleyse cevabı karşısında şapşallaşan elemanlara sahip mağaza zinciri,
Sonbahar,Öğlen,bir yarışmadan kazandığım 60 milyonluk hediye çeki ile birkaç cd ve pil alabildiğim param var hesabı da pek umrumda değil diyen insanlar dışında aklı selim insanın alışveriş etmeden önce tekrar düşüneceği inanılmaz pahalı mağaza zinciri,
Sonbahar,Sabah,pretty woman tadını yakalayabileceğiniz bir dükkandıryer leptop almaya karar vermiş araştırmış ancak markası ve modeli yüzünden uzun zaman kapıştıklarından bir türlü satın alma aşamasına geçememiş olan akbulut ve arcadiazaman  kişiler alışveriş merkezlerinden birinde gordukleri iki ayrı markayı ve optimum faydayı  tartışmakta iken trafiğin yavaş ilerleyip sinir ettiği ve sağda duran teknosa yı görmelerini sağlayan anolaylar zinciri yardımcı olabilir miyim evet der sözkonusu aleti gösterir bakmak istediğimizi söyleriz kusura bakmayın çıkartamıyoruz der bayan nasıl yani deriz bakmadan nasıl alırız afallar bi daha çekingence ısrar eder muhtemelen oyle davranması tembihlenmiştir e işte kusura bakmayın çıkartamıyoruz leptopları daha bilgili ve yetki gözüken bir bey olaya müdahale eder o bir pentıum zırt zırt zırt zırt var ustunde zırt zırt zırt mobıle ıslemcısı var super alet cok guzel tamam da bakmak istiyoruz deriz daha acıklayıcı olmak için ya bu bize yeni geldi de pek bilmiyoruz  aslında hem mobil işlemci nedir kibarca izah eder ve makıneyı almak istediğimizi söyleriz  bu arada ayağımızı sürümüş olmalıyız ki dükkan dolup taşmaktadır ortam kalabalıklaşınca giderek balinaya dönüşürüzgereken işlemler için masaya oturtup bekletirlerken ikramda bulunmak isterler reddederiznotbu hadisenin önünde arkasında farklı mekanlardaki teknosalardan türlü şeyler aldık efendim ama niyeyse o günkü acayipliği bir ayrı hatırlıyoruz,
Sonbahar,Öğlen,misal bi tane de bunlardan agorada vardır satış elemanları o kadar yoğun ve mutludur ki müzik setlerinin seslerini bangır bangır acıp kısarken gelip sizinle alakadar olamazlar ilgilendiğiniz alet küçük bir saatli radyo ise muhatap bulamazsınız şuna bir pil takın da saati bilmemneyi neye benziyor görelim isteğinizi tuhaf bakışlarla duymamazlıktan gelirler emelinize ulaşıp aleti deneyip almak istediğinizde ise bundan başka yok isterseniz bunu alın diye 1 senedir show roomda durmaktan şahkülü kaymış cihazı alabileceğinizi düşünecek kadar da naiftir teknosa elemanları doğru dürüst çeşidi birarada satabilen ve bu satışı bilgili ilgili elemanlarla gerçekleştirebilen elektronik mağazalarının maalesef olmadığı cennet vatanımda doğubank  a tercih edilebilse bile eşşeğin olmadığı yerdeki abdurrahman çelebidir teknosa mağazaları,
Sonbahar,Akşam,çalışanlarını ulusal bayram günleri de dahil omak üzere 24 saat nöbetçi eczane gibi  ki gene onlar 1 gün kapatıyorlar   çalıştıran kuruluş14 kişin çalışması gereken mağazada 6 kişi çalıştıran ve işler yetişmeyince mesai ayağı altında gece 12 lere kadar çalışanlarının hayatlarını sömüren kuruluş,
Yaz,Sabah, ve bizzat bize yapılan bilirkişilik başvuruları sırasındaki gözlemlerimden edindiğim ve yayılmasına çaba harcadığım şu fikr i bende uyandıran firma  teknosa dan alışveriş yapılmaz,
Yaz,Sabah,ufak tefek bazı ürünleri  bazı marka şarjlı piller gibi  uygun fiyata bulabileceğiniz onun haricinde sadece teşhir özelliğinden yararlanmanız gereken firmadır,
Yaz,Öğlen,monitör almıştım geçen sene beylikdüzü migros taki mağazalarından 20 kadar sokuşturmuşlardı kazık babındaneyse o kadar olur dedikgarantili mal alalım deyip sineye çektiködemeyi alırken gerizekalı tezgahtar 2 defa yanlış fatura kesti45 dködeme yapmak için sabırla bekledimteslimatı en geç yarın sabah 11 de yapacaklarını belirtti ertesi gün saat 17bir daha zikseler önünden geçmem,
