Season,Time,Content,Sentiment
İlkbahar,Öğlen,bir dediği bir dediğine uymayan bir firma müşteri kapmak için yalanlar söyleyen firma belki de sadece elemanları yalancıydıben ttnet kullanıcısı biriyim tabii ki pek memnun değilim bundan ama şu an ailemle yaşıyorum yazın kendi evime çıkacağımdan dolayı da ailemin evinde ttnetin olması pek sorun değil gözüyle bakmaktayım şimdi efendim geçen aylarda bizim buralara kablolarını döşediler oh çok güzel superonline geliyor diye sevinç çığlıkları bile attım derken 4 kişilik bir ekiple kapımıza geldiler sonradan tariflerini anlattılar hoştu sonra sordular siz taahütlü bir ttnet abonesi misiniz diye evet cevabını alınca da 150 tl ödeyerek onlarla olan tahhütünüze son verebilirsiniz dediler yok kalsın o zaman dedik kendilerine zira superonlinea şu an ailemin evinde pek ihtiyaç da yok aslında birkaç gün sonra bir eleman daha geldi kapıya siz neden geçmemiştiniz superonlinea taahhüt sebebiyle mi dedi bu eleman ve evet o yüzden düşünmüyoruz şimdilik cevabını alınca tamam o zaman iyi günler deyip gitti asıl bomba ise kapımıza 3 kez bir eleman geldiğinde yaşandı 2 seferdeki elemanın dediği cümle ile girdi konuşmaya ve ardından artık ttnetten bizim firmamıza geçerseniz onlara ödeyeceğiniz taahhüt ücretini biz karşılıyoruz dedi bu eleman bu sefer ikna olmuştuk telefonlar alındı görüşmeler yapıldı falan superonlineı arayıp tamam gelip kurabilirsiniz her şeyi dedik ve babam telefonda bayağı bir uzun konuştu ve elemanın söylediği taahhütünüzü biz karşılıyoruz onlara para vermeyeceksiniz cümlesini kendilerine hatırlattı ve cevap olarak  hayır efendim öyle değil o siz gidip ttnetten internetinizi kapattırıp borcunuzu oraya 3 taksit olarak ödüyorsunuz biz de size ilk 3 ay interneti ücretsiz sağlıyoruz dediler bu arada 3 sefer geldiklerinde firmanın adı turkcell superonline olmuştu eğer ki turkcell superonline firmasının işgüzarlığıysa bu ki öyle olduğunu tahmin ediyorum o halde müşteri anlayışı 0 olan bir firma ile karşı karşıyayız demektir yok suç sadece elemandaysa turkcell superonline çok vahim bir hata yapıp yanlış bir kişiyi işe almıştır umarım hatasını düzeltiredit 4 kez geldiler bugün 2 kadın eleman yollamışlar biz o taahhüt ücreti yerine size 3 ay bedava verelim falan diye konuştular tekrar dördüncü kez gönderdik bakalım daha gelecekler mi,
İlkbahar,Öğlen,13 mayısta başvurduğum aboneliği 10 gün sonra başlatan başlattıktan sonra da yaklaşık bir haftadır internet hizmetini vermeyen firmadır bunlardan adsl hizmeti almak isteyenler en az bir yıl daha beklemeli zira ne çağrı merkezi çalışanları ne timler ne yapacağını bilmiyor her biri ayrı telden çalıyor iki günde başlarmış abonelik filan yalan hep sözleşmeyi imzaladıktan 6 gün sonra çağrı merkezindeki bir görevliye sıra sıra hakaret edip bunları ilgili kişilere aktarmasını rica edince beni geri arayıp kimlik fotokopimin ilgili time bırakmam gerektiğini o yüzden aboneliğimin başlamadığını söylediler ne yaptıkları hakkında bir fikirleri yok bunu söyleyebilirimsabit yanan bir adsl ışığı ve hiç yanmayan internet ışığı sebebiyle daha önceki tecrübelerimden yola çıkarak yapılabilecek herşeyi yaptım bende sorun yok biliyorum ve günlerdir port arızası olduğunu söylüyorum kendilerine lakin bir teknik servisi elemanı göndermeden ikna olmadılar neyse adam geldi benim yaptıklarımı yaptı teknik servis elemanı ilgili yerleri arayıp arızayı bildirdi en fazla üç gün sonra hallolur dedi bugün aradılar hallettik heralde galiba sanırsam dediler yarım saate evdeyim bakarım dönerim size dedim eve geldiğimde ise daha önceden sabit yanan adsl ışığının yanıp yanıp söndüğünü hiç yanmayan internet ışığınınsa yanmamaya devam ettiğini gördüm hala böyle durumgerçi düşünüyorum turkcellden hizmet alıyorum altyapı türk telekomda ve doğal olarak bir sorun var sorunun çözümü gecikiyor bu da normal de arkadaş adsl ışığımdan ne istediniz ya hu hiç tamir etmeyeydiniz daha iyiydi valla en azından ışık yanıyordu bir aydınlık vardıtahmin edileceği üzere evimin yakınındaki bir internet kafeden yazıyorum bunları daha yazacaklarım var sana turkcell superonline daha dur sen,
Yaz,Öğlen,kotunun iyisi diyip az once eve bunlarin 50gb adil kotali 16mbpsa kadar olan tarifelerinden baglattiminsallah 200 yil falan beklemeyiz hattin acilmasini iyi oldugundan degil de ttnete gorece iyi oldugundan tercih ettim yoksa apartmanda kablotv olaydi yuzlerine bile bakmazdim napalim artik kisfmet,
Yaz,Akşam,bkz 24 saat içinde arızayı çözme garantisi veren iss,
Yaz,Gece,giriş sayfasında yazılan şifreyi trim etmeyi akıl edemeyen bir web işlem sayfasına sahiptir,
Yaz,Öğlen,10 mbps sınırsız fiber internetini 49 tlye kullandığım firma 34 gün önce internetle ilgili bir sıkıntı yaşayıp yaşamadığımı sormak için gelen çocuktan benim gibi 10 mbps sınırsız internet kullanan müşterilerine özel ödedikleri fiyat değişmeden 24 ay taahhüt ederek hızlarını 20 mbpse çıkardıklarını öğrendimbu ne biçim kampanya fiyat sabit ama hız iki katına çıkıyor demeyin başvuru sırasında sormadığınız takdirde size söylemedikleri şey bu paketin asıl fiyatının 69 tl olduğu ve 24 aylık taahhüt bitmeden internetinizi kestirdiğiniz zaman aradaki fark olan 20 tlyi kullandığınız ay ile çarpıp size fatura ettikleriama ben iki yıl kestirmeden kullanırım sorun yok diyorsanız çok iyi bir fırsat haline geliyor tabiben de düşünmeden 20 mbpse çıkardım hızımı fakat performans pek iç açıcı değil gibi  haklarını yemişim wireless kullanınca böyle oluyormuş kablo bağladıktan sonraki sonuç gayet tatmin edici,
Yaz,Öğlen,sanırım sesimi duydular ve afyonkarahisarda altyapı çalışmalarına başlamışlar bakalım merkezinde site bulunmayan bu şehire dağıtım nasıl yapılacak,
Yaz,Öğlen,fiber optik hat çekim çalışmasında ofisimizden elektrik isteyen firmadır aradan geçen 1 saatin ardından ne zaman biteceğini sorduğumuzda ellerinde tek bir hilti olduğunu bizim ofisteki hiltiyi gördüklerini kendilerine verirsek daha hızlı çalışacaklarını belirten firma,
Yaz,Sabah,müşteri hizmetleri olukça profesyonelce eğitim almış kişilerden oluşan firma,
Yaz,Sabah,ilginç bir durum var inviteli turk telekomun alması sonrası superonline altyapısını borusan telekoma taşımıştı borusan telekom vodafoneun dolayısıyla turkcell vodafoneun altyapısını kullanıyor görünüyor bu pek alışık olmadığımız bir işbirliği gerçi borusanın altyapısı sanırım bir yerden sonra yine invitele bağlanıyor ama olsun vodafoneun turkcelli hedeflediği reklamların artık çekilmemesi barışık bir görüntü çizmeleri hatta iki operatörün de aveaya yüklenmeleri işbirliğinden öte biraz kıllandırıcı bir durumneyse dün afyonkarahisar kurtuluş caddesine kablo çekiyorlardı bir ara minibüsten inip bir kazma da benim vurasım geldi şehre nasıl bir dağıtım yapacaklarını hâlâ merakla bekliyorum,
Yaz,Öğlen,7 dakikadır kullandığım servis çok mesudum lan yılların ttnet çilesi bitti sonunda 1 saat 14 dakikalık youtube test videosunu 3 dakikada indirmeyi tamamladı allahsız şu an 50 mbitlik deneme bağlantısı mevcut fakat youtube zaten 8 mbps ile videoyu gönderdiği için sorun yok abonelik 20 mbit ile devam edeceği için sıkıntı yaratmaz bir de torrente bakalım bakalım bakalım haftaya ttneti iptal ettirip ay sonunda da sabit hattı taşıyacağım bunlara kesinti kasıntı olmazsa,
Yaz,Sabah,başka adsl sağlayıcılarından fiberoptik internete geçmek isteyenlere duyurduğu kampanya taahhütleri diğer sunucular tarafından sabote edilmektedirbkz biri adsldraos,
Yaz,Öğlen,sitesinde taahhüt ödeme olayının sadece datayı kapsadığını yazan şirket o yüzden abone olmadan mutlaka sitelerini incelemek şart pazarlamacı abilerin işi satış olduğu için sağlam atıp tutuyorlar sanırımyalnız şimdi aklıma geldi sitesinde yazmayan bir takım şeyler de var gibi mesela hediye dakikalar kampanya süresince geçerlidir diyor ama dh forumlarında biri hediye dakikalar ilk 3 ay boyunca üçe bölünerek kullanılır diyor kampanya süresi çok ucu açık bir kavram insan taahhüt süresi olan 24 ay zannediyor ama işin aslı 3 aymış demek ki,
Yaz,Akşam,hızı iyidir fakar taahhüt bitmeden interneti kapatmaya kalkınca müşteriyi fena halde yolan bir şirkettir bkz 24687719,
Yaz,Akşam,ttnetten kaçarken doluya tutulma noktası müşteri hizmetleri yalnızca oradan oraya aktarma ağı kendilerinden kaynaklanan hataları bile minimum 72 saat sürede ve 2025 arama sonrası çözebiliyorlar ki ttnet bile bu kadarını yapamaz tercih edilecekse sözleşmeyi erken iptal etmenin cezasını baştan göze almak gerekiyor,
Yaz,Sabah,numara taşıma ile sabit hattı da taşıdıktan sonra türk telekom ile tüm bağlarımı koparmamı sağlamış olan servis sağlayıcı internet hizmeti herkesin malumu ses için bilgi vermek gerekirse bir cep telefonu ve bir şehirlerarası arama yapıldı yankı kesinti vb falan olmadı ses gayet temiz geliyor karşı taraftan da bir şikayet yok başta evdekilerin gönlü olsun diye numara taşıma olayına girmiştim ama şimdi cep telefonu yerine bunu kullanırım diyorum evde yalnız verdikleri routerın wireless bölümü rezalet masaüstü pcde tam takır çalışırken wireless cihazlarda kopup duruyor sürekli bir de 4 tane wireless cihaz bağlama gibi salak bi kuralları var bu sıkıntıları aşmak için mac clone ile başka router takmak mümkün ama şimdi telefon router üzerinden çalıştığından ve masraflı olduğu için o olay da sıkıntılı dört cihaz salaklığını çözemese de sırf wireless kalitesi artsın diye ucuzundan access point alıp wirelessı ordan kullanasım var,
Yaz,Sabah,adı gibi süper olan internet servis sağlayıcısıttnetden çektiklerimden sonra işte hizmet budur dedim,
Yaz,Sabah,mayıs ayında bağlattığım hattımdaki upload problemini 4 aydır uploadum 00 mail bile atamıyorum düşün artık çözemeyen kurumdur eve 9 kere evet dokuz kere eleman gönderdiler modem değişti port değişti ama problem devam ediyor merkezdekiler konuyla ilgili hiç bir action almadığı için 4 aydır boş yere para veriyorum bu adamlaragünler sonra gelen edit telefonda kısa süreli bir tartışmadan sonra eve yine ekip yolladılar bu sefer problem çözüldü ve yaptıklarının port değiştirme oldugunu söylediler daha önce yaptıkları neydi peki diye sorgulamadım ve kapıyı arkalarından kapattım,
Yaz,Öğlen,bugün bir çalışma vardı ümraniye bölgesinde sabahleyin internet yoktu sonra geldi internet ama youtube yerlerde sürünüyor 3gden çok daha yavaş açılıyor hızlarını video sitesi yavaşlatarak mı şarj ediyorlar anlamıyorum ki text içeriğini 015 saniyede açsam ne 001 saniyede açsam ne yazar stream hızı düşük olduktan sonra neye yarar fiberlik,
Sonbahar,Sabah,dun gece 11 gibi verdikleri ve 3 yildir sorunsuz kullandigim modemin adaptoru sigortalari attirarak yandi hemen farkli prizlerde denedim calismayinca ayni saat icinde musteri hizmetlerini aradim ariza kaydi alindi vs bugun sabah 10da elinde yeni bir modem ile elemanlari geldi 12 saat gecmeden sorun halledilmis oldu modemim bozuldu diye aradigim ttnetin kargoyla suraya gonderin dedikleri zamanlar aklima geldi bir kez daha sovdum,
Sonbahar,Gece,fiber internet abonelik başlangıcı ve hizmeti konusunda problem yaşamadığım ama taşınma nedeniyle fiberden adslye geçince e her yerde yok fiber  saç baş yolduran iki haftayı geçkindir edit müşteri hizmetleri gerçek zamanlı hikaye uydurma konusunda çok başarılı 1 kişi modeminizi kargoya verdik size gelecek diyor 2 kişi aa anlaşmalı şirketimiz var onlar toplu gönderiyor gecikme olabiliyor modemler bayiye gidiyor kargo takip numarasını da veremeyiz dedikten sonra problem bir üst makama havale edildikten sonra hat bağlandıktan sonra modem yollanıyor arkadaşlar size yanlış anlatmış diye cevap geliyor müşteri hizmetlerinde bir üst makamla görüşünce problem çözüldü gibi bir cümle sarfetmedim henüz yok öyle bişey üst makam da en geç yarın sizi ararız dedi yarının üzerinden bir gün geçtiedit 2 16 01102011 internetin gelmesinin 6 gününde dün voipli modem geldi sonunda köşede gaz lambası saklar gibi adsl modem saklamasam internet bugün gelmiş olacaktı ancak voip hizmetini nakil sırasında zayi etmişler numaram iptal olmuş konuştuğum 1 kişi adsl üzerinden olmuyo voip hem voip hizmetini hat kaldırmaz fiber olmayınca gibi bir şaşmaz oto sanayi diyaloğu yaptı benimle beş dakika sonra müşteri hizmetlerini tekrar aradığımda beklediğim hizmeti aldım 48 saat içinde problemin çözüleceği söylendi ben de inandımedit 5 dün voip numaram da tekrar tanımlandı yaklaşık bir ayda bitti nakil işi,
Sonbahar,Öğlen,internet naklimi günlerdir yapamayıp sürecin ne durumda olduğunu da an itibariyle bilemeyen şirkettir bugün durumu öğrenmek için aradığımda üç ayrı operatör adımı öğrendikten sonra sistemde bir arıza olduğu için bu konuda cevap veremediklerini söylediler eğer sistemleri arızalıysa neden üçünün de adımı sorduğunu birinin de müşteri numaramı doğrudan sorduğunu normalde müşteri numaranız xxxxxxx di mi diyorlar ezberledim artık anlamış değilim sistemde arıza olduğu halde neden telefonu açıyorlar onu da anlamış değilim,
Sonbahar,Akşam,20mbps lik internet kullanıcısı olarak diyebilirim ki  youtube ve diğer stream sitelerinde inanılmaz bir yavaşlık söz konusu günlerdir bölgemizde yaşanan arızalar ve her gün 23 saatlik kesintiler oluyor metronet e kötü derdim superonline daha da kötüymüş,
Sonbahar,Sabah,adil kullanım sınırını uygularken çakallık yapan hizmet sağlayıcışöylekişimdi diyelim 100 gb download ya da 50 gb upload yaptınız anında hızınızı 1 mbite sabitliyorlar ay başında düzeleceğini belirtiyorlar sistemin otomatik olarak limiti azaltıp ya da arttırdığını da belirtiyorlar fakat ne hikmetse ay başı geldiğinde hızınızda bir değişim olmuyor şu an sabah saat 9a geliyor ve halen 1 mbit reziilliği yaşıyorsunuze hani sistem otomatik olarak ayarlıyorduişin özü kendi çıkarlarına olunca anında işi hallediyorlar sizin hakkınızı ise gönülleri olunca yapıyorlar,
Sonbahar,Akşam,bir görünüp bir kaybolan sözümona ışık hızında internet buradan adil kullanım koşulları nanesini de öğrenmiş olduk iş yerimize hayırlı uğurlu olsun madem,
Sonbahar,Sabah,şöyle bir çakallığı da olan şirket bu fiyata konuşma paketi de dahilmiş adamlar öyle karmaşık faturalandırma yapıyor ki çözene kadar iki saat uğraşıyorsunuz,
Sonbahar,Sabah,bana da çakallık yapmış olan şirket1mbs indirme hızlı limitsiz paket kullanmaktayım adil kullanım koşulları gibi bir ibaresi varmış 50 gbdan sonra devreye giriyormuş eyvallah girsin bizi etkilemez indireceğimizi 025 mbs hızla da gayet güzel indiririz sadece uzun sürer dedik ki ayın 1i oldu 0000 da bakıyorum artmamış 0900 olmuş artmıyor ayın 5i oldu halen 1mbsyi göremedim şunu söylemek isterim hızlıdır ama hızlanması uzun sürer,
Sonbahar,Öğlen,dün bu saatlerde telefon üzerinden tarife değişikliği yaptıktan sonra 24 saat içerisinde yeni tarifeye geçeceğimi söyleyen halen geçemediğim hizmet sağlayıcı kotalı paketi limitsize çevirdim telefonun ucundaki beyefendi yeni tarifeye geçene kadar kullandığım mbyi hesaplayıp bir sonraki faturaya yansıtacaklarını söyledi amenna sanıyorum ki bu uyanıklar kotayı aşmam için bayram sonrasına kadar beni unuttu müşterinin cebindeki iki kuruşu nasıl alırım onun hesabını mı yapıyorlar anlamış değilim güya tarifeye geçer geçmez bilgi smsi atacaklardı geçtim mi geçmedim mi bilemiyorumedit müşteri hizmetlerini arayıp bilgi aldım dün sabah 11 sularında yaptığım başvuru için halen arkadaşlarının beklemeye aldığını söyledi bende bastım kalayı hal böyle olunca aciliyet notunu iliştirdiler umarım bayram öncesi tarifeyi değiştirirler de dizilerime kavuşurum yoksa bayram haftası sıkıntıdan patlayacaz bu gidişle,
Sonbahar,Akşam,koşarak kaçma isteği uyandırıyor kendinizi bir anda ttneti överken buluyorsunuz bu açıdan gerçekten ilginç bir deneyim oluyor neyse ki on günde bir adsli bağlamayı beceremediler de yol yakınken kurtuldum,
Sonbahar,Akşam,hiç bir neden yokken 3 saat bağlantımı kesip sonra yeniden hizmete sunan servis sağlayıcısı birde adil kullanım kotasını aştığım halde hızımı halen düşürmedi interestingedit oha hemen düşürmüşler ulan entryi yazmamı mı beklediniz nomısızlar,
Sonbahar,Öğlen,adil kota kullanımı sayesinde bana 56k dönemini yaşatan über servis sağlayıcısı kesinlikle 1024 hizmetini vermiyor vallahi yalan billahi de yalan internet üzerinden ne müzik dinleyebiliyorum ne video açabiliyorum 3 dakikalık bir reklamı bile 10 dakikada kesik kesik yüklüyor cidden yazıklar olsun,
Sonbahar,Akşam,bir telefon geldi sodan  hattınızı 10 mbitden 20mbite çıkaracağız dediler ne eksisi var dedim söylemediler yok dediler böyle bir güncelleme olup da arayıp bu servise geçin diye yalvaran bir firma gördün mü be adam kek gibi böyle dersen tabi geçirirler şeklinde kek gibi geçtim ilk sözleşmede adil kullanım kotasi ile ilgili madde yokmuş 20mbite geçirirken onu da geçirmişler kek olmayıp hayır diyen arkadaşlar 10mbit ile surferken ben burada back to the ttnet yaşıyorum hak bana,
Sonbahar,Akşam,2 senelik mahkumiyetimin bitmesine 1 ay kala internet hızına ne yaptıklarını merak ettiklerimdirtamam kardeşim 1024 hizmetinizi kullanıyor olabilirim ama verdiğiniz hizmet 56k olmadı 128kdır lan el insaf video izlemek sayenizde işkence sınırsızın tadını çıkaramadığım ve kullanamadığım torrent de cabasımahkumiyetim bitsin yeniden uzatırsam siksinler ,
Kış,Sabah,internet hızı ile otomatik veya manual kafalarına göre oynayabilen şirket8 mbite kadar olan hızımın 15 mbit üstüne çıkmamasıyla başlayan haftalar alan serüvenimin arkasındaki gizli güçtürşimdi internet yavaş ya kablolardandır diye yapmadığım masraf ve uğraşı bırakmadım telekoma ne şikayet mektupları yazdım  dışarıdan gelen kablolarınız arızalı ve eski kalitesiz hızım bundan düşük  diyeeşek kafam da bu turkcell superonlinea güvendiği için hiç arama ihtiyacı hissetmedi nitekim ilk aldığım gün 8mbit idi süratimbilgilendirici mesaja geçiyoruminternetim sık sık kesiliyordu benim eski kablolarım yüzünden  sistemleri bu kesintileri algıladıkça sinyal seviyesini düşürmekteymiş  hat kalitesiz galiba biz de fazla yüklenmeyelim hatta  manasında bir önlemleri varmış her kesilmede sistem hattımın ve altyapımın zayıf olduğunu algılayıp 8mbit olan hızı 2mbit e sabitlemiş herşeyi yaptıktan sonra dur bi arıyayım denilince öğrenilen bu sabitleme muhabbetini ufak bir taleple tekrar yükselttirebiliyorsunuzşu an gayet memnunuz ama yapmadan önce haber verselerdi bari hızınızda sıkıntı var düşürdük diye,
Kış,Sabah,akk uygulamaya başladıktan sonra insanı küfür öğrenme konusunda epey geliştiren issdoğum günümde yine aşmışım kotalarını 1 mbit ile anıyoruz kendisini her bekleyişte,
Kış,Akşam,sakin bir cumartesi tam öğlen saatlerinde çalan cep telefonumla başladı macera bana söylenilen mevcut kullanmakta olduğum internet tarifesinde kalarak turkcell superonlinea geçersem ilk altı ay 999 tl ödeyeceğimi karşılığında 24 ay taahhüt vermem gerektiğini ve bu taahhütü vermem halinde 24 ay boyunca kullanmak için bana bir modem verileceği söylendi bende teklifi değerlendirebileceğimi söyledim bilgilerimi aldılar ve bana bir arkadaşlarını yönlendireceklerini söylediler iş adresimi verdim yaklaşık iki gün sonra bahis konusu arkadaş elinde taahhütname ile çalıştığım yere gelerek taahhütnameleri kontrol edip imzalamamı rica etti herşey buraya kadar güzeldi ancak bir baktım ki belgelerdeki telefon numaram millattan önce kullanmakta olduğum numara bu numara yanlış sonra sıkıntı olmasın dedim yetkili arkadaş da biz zaten adsl numaranızı taşıdığımız için telefon numarası problem olmayacaktır ben de ayrıca not alıyorumdeyince içim rahatladı imza sürecinden iki gün sonra yine aynı arkadaş tekrar gelip bana modem teslimatı yaptı yine iş yerime gelerek yaptı bunu modem teslimatından sonra aradan iki gün geçti üç gün geçti beş gün geçti çıt yok yaklaşık 1 hafta sonra birgün telefonuma bir mesaj geldi sayın abone vermiş olduğunuz xxxxxx xx xx nolu telefon numarası başka bir isim adına kayıtlı gözükmektedir lütfen hat sahibi kişiye bilgi vererek herhangi bir turkcell iletişim merkezine başvurmasını sağlayınız diye yazıyor dellendim tabi müşteri hizmetlerini aradım bu mesaj ne ayak dedim kızcağız baktı kontrol etti ve korktuğum başıma gelmişti eski telefon numaram üzerinden işlemleri gerçekleştirmeye çalıştıkları için süreç tamamlanamamıştı tabi ben çağrı merkezindeki arkadaşa sözleşmeye imza atmadan önce bu yanlışlığı belirttiğimi ve bunun bir sıkıntı yaratmayacağı bilgisinin tarafıma aktarıldığını anlattığınca bu bayi ile ilgili bir şikayet oluşturacağını dolayısıyla benim için tekrar bir süreç oluşturacaklarını söyledi neyse ben yarı memnun şekilde telefonu kapadım aradan yine 35 gün geçtikten sonra yani dün akşam turkcell superonline müşteri hizmetlerinden arandım telefondaki arkadaş bu sürecin tamamlanması için turkcell iletişim noktasına gidip tekrar bir sözleşme imzalamam gerektiği diğer sözleşmenin artık geçerliliğini yitirdiğini söylediği sırada benden sinir katsayımın attığına dair bir çıt sesi geldi neyse tamam dedim sinirlenmemeye çalışsam da biraz çıkıştım tam telefonu kapatmaya yakın olduğumu hissederken telefondaki arkadaş bana  bu arada diğer sözleşme iptal olduğu için modemi iade etme ile ilgili süreciniz başladı yedi gün içerisinde iade etmeniz gerekiyor diyince sinir katsayım yerine şalterim attı bu sefer yani zaten tekrar başvurucağım arkadaşım niye iade ediyorum sonra tekrar gel modemini al diyecekler saçma sapan bir prosedür mantık dışı bu durum beni abonelik başvuru sürecimi tamamen iptal edip modemi geri vermeye sürükledi sonundabu arada ttnetten özür dilerim bir daha seni aldatmayacağım,
Kış,Öğlen,beni sabahın köründe uyandırmayı ve hatta yataktan çıkarmayı başarabilen en içten asabiyetimle teşekkür ettiğim işbirliği telefondaki bayanın bana kesin bir tarih vererek ttnet ile sözleşmemin bittiğini bu nedenle bana yeni bir hizmet paketi olan ilk altı ay 990 tl sonraki aylar ise 5490 tl ödenen indirim zımbırtısından bahsetmesi gerçekten bende hiç bir harekete geçme isteği uyandırmadı ttnetin hizmetinden memnun değilim fakat daha iyi hizmet verebileceklerini aklımın ucundan bile geçirmedim siz bana telefonunuzu verin ben karar verirsem sizi ararım dedim bana 8 mb e kadar hız sunuyorlar ben buna gülerim ancak ttnet de bana öyle demişti ama speed test gerçekleri her zaman benimle paylaştı 08 maksimum 1mb e çıkıyor erişim hızım ne acıdır oturduğum semtin alt yapısı bana bunu layık görüyor ödediğim faturanın karşılığını alamıyorum ne acıdır ki ttneti arayıp çağrı merkezi çalışanlarıyla saatlerce konuşmamıza rağmen gelip bölgede detaylı bir çalışmaya girmelerine teşvik olamadım albirini vur ötekine benim alt yapım düzelmedikten sonra sen bana indirim yapmışın sonra kazığı basmışın neyime sonuç olarak beni yok yere erkenden uyandırdınız ben bunu bilirim uyku kutsal bir şey sonuç olarak uykusuzluk bende çeneye vurur çevremdekilere sabır diliyorum,
Kış,Öğlen,ttnetin abone bilgilerini bu firmaya sattığına mı yanayım yoksa turkcell superonlineın eski abone bilgilerini satın almasına mı yanayım ttnetin 1mbit sınırsız tarifesini kullanarak 5900 tl ödüyorsunuz uriel bey turkcell superonlineın şu şekilde bir kampayalı tarifesi var diyen adsl ve fiber internet sağlayıcısı yalnız problem şu ki yaklaşık 78 aydır uydunet kullanıyorum elbette bunu da telefonun diğer ucundaki hanımefendiye söyledim kalbini kırmadan o da anlayışla karşılayarak peki uriel bey iyi günler dedi halbuse ben acayip heyecanlanmıştım acaba oturduğum muhite fiber mi geldi diye meğersem öyle değilmiş,
Kış,Akşam,bugün şu an itibari ile anadolu yakasında kesintiler yaşayan servis sağlayıcı,
Kış,Öğlen,20 mbit bağlantı hızımla 25 gb adil kullanım kotasını 5 saatte doldurup geri kalan 29 gün 19 saatte beni 1mbit hıza mahkum eden iss adil mi bence değil,
