Season,Time,Content,Sentiment
İlkbahar,Sabah,Hangi marka ekran koruyucu kullandın Burak onu da söyleseydin D,
İlkbahar,Sabah,İsterse yüzde yüz olsun 11 ay boyunca 15 ayın sonunda yüzde 90 ‘a düşüyor,
İlkbahar,Sabah,yaklaşık 45 aydır 15 pro kullanıyorum pil 100 devam,
İlkbahar,Sabah,1 ay önce 15 pro  aldım gayet ii telefon ama pro maxte aklım hala ,
İlkbahar,Sabah,Detaylı güzel deneyim videosu ,
İlkbahar,Sabah,Apple watch sadece bildirim ve saate bakmak için işime yarıyor uyku takibi nabız falan inandırıcı değil özellikle nabız çok kötü neden kötü dediğimide söyleyeyim apple watch series 8 44mm var bende bu saati çikolayaya takdım çikolatanın nabızının 77 olduğunu gösterdi ve bunu başka çikolata markasındada  yapdım hepsinde farklı sonuç çıkarttı,
İlkbahar,Sabah,Beklediĝim videoo,
İlkbahar,Sabah,guzel bir inceleme tesekkurler,
İlkbahar,Sabah,Teşekkür ediyorum ,
İlkbahar,Sabah,14pro kullanıcısı olarak 16 pro ve ya max modeline geçmeyi düşünüyorum,
İlkbahar,Sabah,S24 ultra ekranı yansıma önleyici katman yüzünden daha kolay çiziliyor,
İlkbahar,Gece,Ben de pro Mac 15 var ama şu koca çentik can sıkıcı birde aşağı çekerek ekran yemişler,
İlkbahar,Gece,14 PM kullanıyorum Tam 13 ayda 91 pil sağlığı,
İlkbahar,Gece,13 ten dusuk olsun gosteris meraklıları yine alirlar,
İlkbahar,Gece,Reis mumkunse bu tisortu bir daha giyme cok kotu  iyi yayinlar,
İlkbahar,Gece,Xiaomi 14 Ultra incelemesini de senden görmek isteriz,
İlkbahar,Akşam,Ozel telefonum olarak s24u  sirket telefonu olarak 15pm kullaniyorum  batarya   ekran kalitesi ve ilginc ama performans ta Samsung  karanlik ortamda videoda ve tutus ergonomisinde iphone Bu telefonlarin kameralarini karsilastirmak tam bir cahillik  Kamera karşılaştırması muhabeeti 2019 larda bitti  hala kalkip yok biri yeşili daha koyu  diğeri daha soluk gösteriyor gibi saçma yorumlar bir telefon incelemesi değildir  Bence hosunuza giden hangisi ise onu alin Bu youtube kanallarinin yonlendirmelerine gelmeyin ,
İlkbahar,Akşam,Eline sağlık Burak l çok güzel video sana bir soru s24u mu 15pro max mi  ne açıdan diye sorma herseyi işin içine katınca ne dersin,
İlkbahar,Akşam,14 pro Max ve s23 ultra kullanmış birisi olarak şuna karar verdim en önemli kriterim ekran boyutu o yüzden 15 pro ya geçtim 4 aydır huzurla kullanıyorum,
İlkbahar,Akşam,TELEFONLARINIZI HIZLI ŞARJ ile şarj etmeyinşu anki pil hücre teknolojisi ile hızlı şarj uyumu yüzde 10 yani hızlı şarj etmeyinçok acil durumlarda şarj edin yoksa 2 yılda yüzde 80 e düşer pil değiştirmeye gidersiniztekrar ediyorum orijinal kablosuyla normal apple şarj cihazıyla şarj edin çok paranız varsa hızlı şarj ile 1 yılda yüzde 80 e düşersiniz,
İlkbahar,Akşam,55 aydir 15 pro max kullaniyorum batarya kesinlikle 14 lerden iyi Batarya dongum 162 ve saglik 99,
İlkbahar,Akşam,Keşke Burak eskisi gibi samsung telefonları da bu ilgi ve hevesle incelese Şahsen ben hala s7 edge incelemesini bile canım sıkıldıkça açıp dizi gibi izliyorum,
İlkbahar,Öğlen,Kişiselleştirme inan hiç umurumda değil s23 ultrayı kutudan ilk çıktığı hali ile kullanıyorum duvar kağıdı dahil O yüzden şu uygulamayı istediğim yere koyamıyorum bende hiç önemli bir olay değil Ve kamera performansında 14 pro s23 ultradan kat kat üstün Özletiyor kendini,
İlkbahar,Öğlen,Makineye mi atıcaz evet ayakkabı kılıfıyla beraber çünki kumaş,
İlkbahar,Öğlen,Uzun zaman sonra izlediğim bilgi aldığım keyif aldığım güzel bir inceleme videosu olmuş eline emeğine sağlık Burada Erdi ve mesut çevik kalitesi olmuş başarılar diliyorum ,
İlkbahar,Öğlen,yorumların harika bu piysasada en iyi yorumcusun teşekkürler,
İlkbahar,Öğlen,Epica konserinde bende vardım,
İlkbahar,Öğlen,Sevgili Burak sececegin bir cihaz olsa s24 ultra mi 15 pro mu,
İlkbahar,Öğlen,Bende de 15 pro var  Şarjı gayet iyi dayanıyor Akşamı çıkarmadığı olmadı 115 devir sayısında pil sağlığı 100 gözüküyor Şarj aleti olarak Mi 11 lite tın orjinal şarj aleti ile kullanıyorum İyileştirilmiş pil sağlığı en iyide olarak kullanıyorumEdit cebimde tuğla taşımak istemediğim için bunu tercih ettim İçerik tüketirkende gayet yeterli bir ekranı var İlk iphone deneyemim type c olduğu için android aparatlarımın hepsi uydu,
İlkbahar,Öğlen,Etrafımda alanlar cihazların yüzde 40 kasa sağlam olmadığı için hep ekran ve arka cam çatladı Ben android severim bana çokça geniş imkan tanıyor günümüzde pek fiyatını hal eden cihaz yok ki halen 2020 model poco f2 pro kullanıyorum,
İlkbahar,Öğlen,Apple pil konusunda tüketicileri yanıltıyor ve daha kötüsü ise çoğu insanın bundan haberi bile yok Pil değerlerine dair herhangi bir ibare paylaşmadığı içinde bunun yasal bir yaptırımı da yok.

Rated, MaxFCC, Nominal batarya arasında fark var Rated batarya nedir Bir pilin minumum vaat edeceği kapasitedir MaxFCC nedir Bataryanın gerçek kapasitesini ifade eder Nominal batarya ise de Rated ve MaxFCC arasındaki kapasitedir 

Basitçe S24U 5000 mAh MaxFCC pile sahip ama piller üretildiğinde bu pil hiçbir zaman 5000 olamaz S24U bataryası 4855mAh rated kapasiteye sahip yani kullanıcının şansına 4855 ile 4999 arasında bir rakam alması demek 

Şimdi gelelim Apple neden yanıltıyor İP15P 3274mAh rated bataryaya sahip yani telefonun MaxFCC batarya kapasitesi en az 300 mah daha fazla nominal ise 100300 aralığında olmalı Basitçe İP15P 100 pil sağlığı 3274mAh altına düşerse başlıyor.

Şansınıza 200 mah daha fazla aldığınızı düşünürseniz sizin pil sağlığınız 106 dan başlaması demek Basitçe batarya sağlığı 96 olması demek 10 kaybetmişsiniz demek 

İnanmıyorsanız Settings  Privacy  Security gidin sonra Analytics or Analytics  Improvements a tıklayıp share İPhone Analyitics i açın Bir günün sonunda log dosyası oluşturması lazım aynı ayar sekmelerinden Analytic Data ya basıp logaggregated dosyasını bulun ve açın 

MaximumFCC ve NominalCharge diye aratıp size gelen pil değerlerini bulabilirsiniz,
İlkbahar,Öğlen,5 wattlık şarj cihazı ile kullanırsanız pil sağlığına bir şey olmaz 20 watt ve üzeri şarj cihazlarında pil sağlığı hızlı tükenmeye başlıyor,
İlkbahar,Öğlen,Bence ya iPhone 15 alınmalı ya da direkt iPhone 15 Pro Max alınmalı 15 Pro da pil tarafında yetersiz 7580 verilen bir cihazda daha iyi bir pil kullanılması gerekirdi,
İlkbahar,Öğlen,paran varsa plus veya pro max alınır yalnız bana göre pro hiç tercih edilmemesi gereken bir cihaz,
